timestamp,port,device,direction,duration_ms,command,response,error
2026-04-20T14:12:59.319,COM35,gas_analyzer,RX,,,"YGAS,012,0404.705,00.000,0721.046,-0.221,1.3244,1.3243,0.7560,0.7551,03342,04425,02523,027.97,027.98,101.37",
2026-04-20T14:12:59.322,COM35,gas_analyzer,RX,,,"YGAS,012,0404.605,00.000,0720.830,-0.223,1.3244,1.3238,0.7560,0.7553,03341,04422,02525,027.97,027.98,101.37",
2026-04-20T14:12:59.325,COM35,gas_analyzer,RX,,,"YGAS,012,0404.772,00.000,0721.080,-0.218,1.3244,1.3235,0.7560,0.7556,03341,04423,02525,027.97,027.98,101.36",
2026-04-20T14:12:59.327,COM35,gas_analyzer,RX,,,"YGAS,012,0404.555,00.000,0720.784,-0.218,1.3244,1.3237,0.7560,0.7553,03341,04424,02524,027.97,027.98,101.37",
2026-04-20T14:12:59.352,COM35,gas_analyzer,RX,,,"YGAS,012,0404.426,00.000,0720.551,-0.220,1.3245,1.3228,0.7560,0.7552,03341,04425,02524,027.97,027.99,101.37",
2026-04-20T14:12:59.456,COM35,gas_analyzer,RX,,,"YGAS,012,0404.589,00.000,0720.840,-0.217,1.3244,1.3235,0.7559,0.7546,03342,04425,02529,027.97,027.99,101.37",
2026-04-20T14:12:59.662,COM35,gas_analyzer,RX,,,"YGAS,012,0404.985,00.000,0721.545,-0.206,1.3243,1.3255,0.7559,0.7566,03337,04424,02522,027.97,027.99,101.37",
2026-04-20T14:12:59.671,COM35,gas_analyzer,RX,,,"YGAS,012,0404.866,00.000,0721.334,-0.199,1.3244,1.3226,0.7558,0.7564,03346,04420,02531,027.97,027.99,101.37",
2026-04-20T14:12:59.751,COM35,gas_analyzer,RX,,,"YGAS,012,0404.939,00.000,0721.421,-0.198,1.3244,1.3247,0.7558,0.7559,03335,04421,02525,027.97,027.99,101.37",
2026-04-20T14:12:59.850,COM35,gas_analyzer,RX,,,"YGAS,012,0405.059,00.000,0721.558,-0.197,1.3243,1.3248,0.7558,0.7566,03340,04422,02526,027.97,027.99,101.35",
2026-04-20T14:12:59.915,RUN,runner,EVENT,,stage,"{""current"":""初始化"",""wait_reason"":""恢复初始状态""}",
2026-04-20T14:12:59.918,COM28,relay_controller,TX,,"write_coils(0,[False, False, False, False, False, False, False, False, False, False, False, False],addr=1)",,
2026-04-20T14:12:59.919,COM29,relay_controller,TX,,"write_coils(0,[False, False, False],addr=1)",,
2026-04-20T14:12:59.934,COM29,relay_controller,RX,,,ok,
2026-04-20T14:12:59.934,COM29,relay_controller,TX,,"write_coils(7,[False],addr=1)",,
2026-04-20T14:12:59.935,COM28,relay_controller,RX,,,ok,
2026-04-20T14:12:59.950,COM28,relay_controller,TX,,"write_coils(14,[False, False],addr=1)",,
2026-04-20T14:12:59.965,COM28,relay_controller,RX,,,ok,
2026-04-20T14:12:59.966,COM29,relay_controller,RX,,,ok,
2026-04-20T14:12:59.966,COM28,relay_controller,TX,,"read_coils(0,16,addr=1)",,
2026-04-20T14:12:59.981,COM28,relay_controller,RX,,,"[False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False]",
2026-04-20T14:12:59.981,COM29,relay_controller,TX,,"read_coils(0,8,addr=1)",,
2026-04-20T14:12:59.995,COM29,relay_controller,RX,,,"[False, False, False, False, False, False, False, False]",
2026-04-20T14:12:59.996,COM31,pace5000,TX,0.263,:OUTP:STAT?\n,,
2026-04-20T14:13:00.237,COM31,pace5000,RX,189.593,,:OUTP:STAT 0,
2026-04-20T14:13:00.237,COM31,pace5000,QUERY,241.314,:OUTP:STAT?\n,:OUTP:STAT 0,
2026-04-20T14:13:00.238,COM31,pace5000,TX,0.183,:OUTP:ISOL:STAT?\n,,
2026-04-20T14:13:00.316,COM31,pace5000,RX,27.561,,:OUTP:ISOL:STAT 1,
2026-04-20T14:13:00.316,COM31,pace5000,QUERY,78.353,:OUTP:ISOL:STAT?\n,:OUTP:ISOL:STAT 1,
2026-04-20T14:13:00.316,COM31,pace5000,TX,0.11,:SOUR:PRES:LEV:IMM:AMPL:VENT?\n,,
2026-04-20T14:13:00.426,COM31,pace5000,RX,58.747,,:SOUR:PRES:LEV:IMM:AMPL:VENT 2,
2026-04-20T14:13:00.426,COM31,pace5000,QUERY,109.773,:SOUR:PRES:LEV:IMM:AMPL:VENT?\n,:SOUR:PRES:LEV:IMM:AMPL:VENT 2,
2026-04-20T14:13:00.426,COM31,pace5000,TX,0.087,:OUTP:MODE?\n,,
2026-04-20T14:13:00.504,COM31,pace5000,RX,28.057,,:OUTP:MODE ACT,
2026-04-20T14:13:00.505,COM31,pace5000,QUERY,78.743,:OUTP:MODE?\n,:OUTP:MODE ACT,
2026-04-20T14:13:00.505,COM31,pace5000,TX,0.245,:STAT:OPER:COND?\n,,
2026-04-20T14:13:00.583,COM31,pace5000,RX,26.196,,:STAT:OPER:COND 0,
2026-04-20T14:13:00.583,COM31,pace5000,QUERY,78.145,:STAT:OPER:COND?\n,:STAT:OPER:COND 0,
2026-04-20T14:13:00.583,COM31,pace5000,TX,0.143,:STAT:OPER:PRES:COND?\n,,
2026-04-20T14:13:00.675,COM31,pace5000,RX,40.526,,:STAT:OPER:PRES:COND 5,
2026-04-20T14:13:00.675,COM31,pace5000,QUERY,92.235,:STAT:OPER:PRES:COND?\n,:STAT:OPER:PRES:COND 5,
2026-04-20T14:13:00.676,COM31,pace5000,TX,0.118,:STAT:OPER:PRES:EVEN?\n,,
2026-04-20T14:13:00.769,COM31,pace5000,RX,42.184,,:STAT:OPER:PRES:EVEN 5,
2026-04-20T14:13:00.769,COM31,pace5000,QUERY,93.607,:STAT:OPER:PRES:EVEN?\n,:STAT:OPER:PRES:EVEN 5,
2026-04-20T14:13:00.770,COM31,pace5000,TX,0.167,:SOUR:PRES:EFF?\n,,
2026-04-20T14:13:00.848,COM31,pace5000,RX,27.831,,:SOUR:PRES:EFF 0.0,
2026-04-20T14:13:00.849,COM31,pace5000,QUERY,79.246,:SOUR:PRES:EFF?\n,:SOUR:PRES:EFF 0.0,
2026-04-20T14:13:00.849,COM31,pace5000,TX,0.408,:SOUR:PRES:COMP1?\n,,
2026-04-20T14:13:00.956,COM31,pace5000,RX,56.036,,:SOUR:PRES:COMP 1478.0678863,
2026-04-20T14:13:00.957,COM31,pace5000,QUERY,107.795,:SOUR:PRES:COMP1?\n,:SOUR:PRES:COMP 1478.0678863,
2026-04-20T14:13:00.957,COM31,pace5000,TX,0.084,:SOUR:PRES:COMP2?\n,,
2026-04-20T14:13:01.066,COM31,pace5000,RX,58.289,,:SOUR:PRES:COMP2 78.8612854,
2026-04-20T14:13:01.067,COM31,pace5000,QUERY,109.723,:SOUR:PRES:COMP2?\n,:SOUR:PRES:COMP2 78.8612854,
2026-04-20T14:13:01.067,COM31,pace5000,TX,0.135,:SENS:PRES:BAR?\n,,
2026-04-20T14:13:01.162,COM31,pace5000,RX,43.83,,:SENS:PRES:BAR 1014.1962717,
2026-04-20T14:13:01.162,COM31,pace5000,QUERY,95.507,:SENS:PRES:BAR?\n,:SENS:PRES:BAR 1014.1962717,
2026-04-20T14:13:01.163,COM31,pace5000,TX,0.133,:SENS:PRES:INL:TIME?\n,,
2026-04-20T14:13:01.254,COM31,pace5000,RX,38.382,,:SENS:PRES:INL:TIME 7.1130000,
2026-04-20T14:13:01.254,COM31,pace5000,QUERY,91.421,:SENS:PRES:INL:TIME?\n,:SENS:PRES:INL:TIME 7.1130000,
2026-04-20T14:13:01.254,COM31,pace5000,TX,0.08,:SENS:PRES:SLEW?\n,,
2026-04-20T14:13:01.348,COM31,pace5000,RX,43.247,,:SENS:PRES:SLEW -0.0047170,
2026-04-20T14:13:01.348,COM31,pace5000,QUERY,94.039,:SENS:PRES:SLEW?\n,:SENS:PRES:SLEW -0.0047170,
2026-04-20T14:13:01.351,COM31,pace5000,TX,0.144,:OUTP:STAT?\n,,
2026-04-20T14:13:01.425,COM31,pace5000,RX,23.199,,:OUTP:STAT 0,
2026-04-20T14:13:01.425,COM31,pace5000,QUERY,74.013,:OUTP:STAT?\n,:OUTP:STAT 0,
2026-04-20T14:13:01.425,COM31,pace5000,TX,0.096,:OUTP:ISOL:STAT?\n,,
2026-04-20T14:13:01.504,COM31,pace5000,RX,27.6,,:OUTP:ISOL:STAT 1,
2026-04-20T14:13:01.504,COM31,pace5000,QUERY,79.11,:OUTP:ISOL:STAT?\n,:OUTP:ISOL:STAT 1,
2026-04-20T14:13:01.506,COM31,pace5000,TX,1.08,:SOUR:PRES:LEV:IMM:AMPL:VENT?\n,,
2026-04-20T14:13:01.612,COM31,pace5000,RX,55.999,,:SOUR:PRES:LEV:IMM:AMPL:VENT 2,
2026-04-20T14:13:01.612,COM31,pace5000,QUERY,107.749,:SOUR:PRES:LEV:IMM:AMPL:VENT?\n,:SOUR:PRES:LEV:IMM:AMPL:VENT 2,
2026-04-20T14:13:01.613,COM31,pace5000,TX,0.177,:STAT:OPER:COND?\n,,
2026-04-20T14:13:01.706,COM31,pace5000,RX,39.975,,:STAT:OPER:COND 0,
2026-04-20T14:13:01.706,COM31,pace5000,QUERY,93.473,:STAT:OPER:COND?\n,:STAT:OPER:COND 0,
2026-04-20T14:13:01.706,COM31,pace5000,TX,0.112,:STAT:OPER:PRES:COND?\n,,
2026-04-20T14:13:01.799,COM31,pace5000,RX,42.421,,:STAT:OPER:PRES:COND 5,
2026-04-20T14:13:01.799,COM31,pace5000,QUERY,92.984,:STAT:OPER:PRES:COND?\n,:STAT:OPER:PRES:COND 5,
2026-04-20T14:13:01.799,COM31,pace5000,TX,0.123,:STAT:OPER:PRES:EVEN?\n,,
2026-04-20T14:13:01.892,COM31,pace5000,RX,41.583,,:STAT:OPER:PRES:EVEN 0,
2026-04-20T14:13:01.892,COM31,pace5000,QUERY,92.68,:STAT:OPER:PRES:EVEN?\n,:STAT:OPER:PRES:EVEN 0,
2026-04-20T14:13:01.892,COM31,pace5000,TX,0.087,:SOUR:PRES:COMP1?\n,,
2026-04-20T14:13:01.987,COM31,pace5000,RX,44.584,,:SOUR:PRES:COMP 1477.9715238,
2026-04-20T14:13:01.987,COM31,pace5000,QUERY,95.351,:SOUR:PRES:COMP1?\n,:SOUR:PRES:COMP 1477.9715238,
2026-04-20T14:13:01.988,COM31,pace5000,TX,0.121,:SOUR:PRES:COMP2?\n,,
2026-04-20T14:13:02.095,COM31,pace5000,RX,56.998,,:SOUR:PRES:COMP2 78.8584064,
2026-04-20T14:13:02.096,COM31,pace5000,QUERY,108.023,:SOUR:PRES:COMP2?\n,:SOUR:PRES:COMP2 78.8584064,
2026-04-20T14:13:02.096,COM31,pace5000,TX,0.118,:SENS:PRES:BAR?\n,,
2026-04-20T14:13:02.203,COM31,pace5000,RX,52.811,,:SENS:PRES:BAR 1014.1961965,
2026-04-20T14:13:02.204,COM31,pace5000,QUERY,107.809,:SENS:PRES:BAR?\n,:SENS:PRES:BAR 1014.1961965,
2026-04-20T14:13:02.204,COM31,pace5000,TX,0.205,:SENS:PRES:INL:TIME?\n,,
2026-04-20T14:13:02.299,COM31,pace5000,RX,44.312,,:SENS:PRES:INL:TIME 7.1130000,
2026-04-20T14:13:02.299,COM31,pace5000,QUERY,95.607,:SENS:PRES:INL:TIME?\n,:SENS:PRES:INL:TIME 7.1130000,
2026-04-20T14:13:02.300,COM31,pace5000,TX,0.129,:SENS:PRES:SLEW?\n,,
2026-04-20T14:13:02.391,COM31,pace5000,RX,40.878,,:SENS:PRES:SLEW -0.0060824,
2026-04-20T14:13:02.391,COM31,pace5000,QUERY,91.557,:SENS:PRES:SLEW?\n,:SENS:PRES:SLEW -0.0060824,
2026-04-20T14:13:02.393,COM31,pace5000,TX,0.108,*IDN?\n,,
2026-04-20T14:13:02.503,COM31,pace5000,RX,60.33,,"*IDN GE Druck,Pace5000 User Interface,3213201,02.00.07",
2026-04-20T14:13:02.504,COM31,pace5000,QUERY,111.118,*IDN?\n,"*IDN GE Druck,Pace5000 User Interface,3213201,02.00.07",
2026-04-20T14:13:02.505,COM31,pace5000,TX,0.831,:INST:MOD?\n,,
2026-04-20T14:13:03.571,COM31,pace5000,RX,1015.776,,,
2026-04-20T14:13:03.572,COM31,pace5000,QUERY,1067.8,:INST:MOD?\n,,
2026-04-20T14:13:04.577,COM31,pace5000,RX,1005.116,,,
2026-04-20T14:13:04.577,COM31,pace5000,TX,0.077,:SYST:ERR?\n,,
2026-04-20T14:13:04.657,COM31,pace5000,RX,29.277,,":SYST:ERR -102,""Syntax error""",
2026-04-20T14:13:04.657,COM31,pace5000,QUERY,80.01,:SYST:ERR?\n,":SYST:ERR -102,""Syntax error""",
2026-04-20T14:13:04.658,COM31,pace5000,TX,0.192,:SYST:ERR?\n,,
2026-04-20T14:13:04.735,COM31,pace5000,RX,27.23,,":SYST:ERR 0, No error",
2026-04-20T14:13:04.736,COM31,pace5000,QUERY,77.872,:SYST:ERR?\n,":SYST:ERR 0, No error",
2026-04-20T14:13:04.736,COM31,pace5000,TX,0.141,:OUTP:STAT?\n,,
2026-04-20T14:13:04.815,COM31,pace5000,RX,27.455,,:OUTP:STAT 0,
2026-04-20T14:13:04.815,COM31,pace5000,QUERY,79.072,:OUTP:STAT?\n,:OUTP:STAT 0,
2026-04-20T14:13:04.816,COM31,pace5000,TX,0.236,:OUTP:ISOL:STAT?\n,,
2026-04-20T14:13:04.891,COM31,pace5000,RX,24.115,,:OUTP:ISOL:STAT 1,
2026-04-20T14:13:04.891,COM31,pace5000,QUERY,75.697,:OUTP:ISOL:STAT?\n,:OUTP:ISOL:STAT 1,
2026-04-20T14:13:04.891,COM31,pace5000,TX,0.088,:SOUR:PRES:LEV:IMM:AMPL:VENT?\n,,
2026-04-20T14:13:05.002,COM31,pace5000,RX,60.115,,:SOUR:PRES:LEV:IMM:AMPL:VENT 2,
2026-04-20T14:13:05.002,COM31,pace5000,QUERY,110.7,:SOUR:PRES:LEV:IMM:AMPL:VENT?\n,:SOUR:PRES:LEV:IMM:AMPL:VENT 2,
2026-04-20T14:13:05.002,COM31,pace5000,TX,0.183,:SOUR:PRES:LEV:IMM:AMPL:VENT:ETIM?\n,,
2026-04-20T14:13:06.066,COM31,pace5000,RX,1012.748,,,
2026-04-20T14:13:06.066,COM31,pace5000,QUERY,1064.208,:SOUR:PRES:LEV:IMM:AMPL:VENT:ETIM?\n,,
2026-04-20T14:13:07.081,COM31,pace5000,RX,1014.637,,,
2026-04-20T14:13:07.082,COM31,pace5000,TX,0.226,:SOUR:PRES:LEV:IMM:AMPL:VENT:ORPV:STAT?\n,,
2026-04-20T14:13:08.149,COM31,pace5000,RX,1016.361,,,
2026-04-20T14:13:08.150,COM31,pace5000,QUERY,1067.924,:SOUR:PRES:LEV:IMM:AMPL:VENT:ORPV:STAT?\n,,
2026-04-20T14:13:09.165,COM31,pace5000,RX,1014.834,,,
2026-04-20T14:13:09.165,COM31,pace5000,TX,0.339,:SOUR:PRES:LEV:IMM:AMPL:VENT:PUPV:STAT?\n,,
2026-04-20T14:13:10.232,COM31,pace5000,RX,1015.871,,,
2026-04-20T14:13:10.232,COM31,pace5000,QUERY,1067.306,:SOUR:PRES:LEV:IMM:AMPL:VENT:PUPV:STAT?\n,,
2026-04-20T14:13:11.236,COM31,pace5000,RX,1002.871,,,
2026-04-20T14:13:11.459,COM30,paroscientific_gauge,TX,,*0100P3\r\n,,
2026-04-20T14:13:11.563,COM30,paroscientific_gauge,RX,,,,
2026-04-20T14:13:11.672,COM30,paroscientific_gauge,RX,,,,
2026-04-20T14:13:11.782,COM30,paroscientific_gauge,RX,,,,
2026-04-20T14:13:11.890,COM30,paroscientific_gauge,RX,,,,
2026-04-20T14:13:12.002,COM30,paroscientific_gauge,RX,,,,
2026-04-20T14:13:12.064,COM30,paroscientific_gauge,RX,,,,
2026-04-20T14:13:12.066,COM30,paroscientific_gauge,TX,,*0100P3\r\n,,
2026-04-20T14:13:12.174,COM30,paroscientific_gauge,RX,,,,
2026-04-20T14:13:12.285,COM30,paroscientific_gauge,RX,,,,
2026-04-20T14:13:12.394,COM30,paroscientific_gauge,RX,,,,
2026-04-20T14:13:12.505,COM30,paroscientific_gauge,RX,,,,
2026-04-20T14:13:12.615,COM30,paroscientific_gauge,RX,,,,
2026-04-20T14:13:12.725,COM30,paroscientific_gauge,RX,,,,
2026-04-20T14:13:12.836,COM30,paroscientific_gauge,RX,,,,
2026-04-20T14:13:12.943,COM30,paroscientific_gauge,RX,,,,
2026-04-20T14:13:13.052,COM30,paroscientific_gauge,RX,,,,
2026-04-20T14:13:13.161,COM30,paroscientific_gauge,RX,,,,
2026-04-20T14:13:13.271,COM30,paroscientific_gauge,RX,,,,
2026-04-20T14:13:13.379,COM30,paroscientific_gauge,RX,,,,
2026-04-20T14:13:13.430,COM30,paroscientific_gauge,RX,,,*00011013.614,
2026-04-20T14:13:13.535,COM30,paroscientific_gauge,RX,,,,
2026-04-20T14:13:13.643,COM30,paroscientific_gauge,RX,,,,
2026-04-20T14:13:13.750,COM30,paroscientific_gauge,RX,,,,
2026-04-20T14:13:13.859,COM30,paroscientific_gauge,RX,,,,
2026-04-20T14:13:13.969,COM30,paroscientific_gauge,RX,,,,
2026-04-20T14:13:14.080,COM30,paroscientific_gauge,RX,,,,
2026-04-20T14:13:14.189,COM30,paroscientific_gauge,RX,,,,
2026-04-20T14:13:14.270,COM30,paroscientific_gauge,RX,,,,
2026-04-20T14:13:14.271,RUN,runner,EVENT,,stage,"{""current"":""初始化"",""wait_reason"":""启动压力预检查""}",
2026-04-20T14:13:14.271,RUN,runner,EVENT,,stage,"{""current"":""初始化"",""wait_reason"":""压力传感器单点校准""}",
2026-04-20T14:13:14.271,RUN,runner,EVENT,,stage,"{""current"":""初始化完成"",""wait_reason"":""准备进入点位流程""}",
2026-04-20T14:13:14.272,COM31,pace5000,TX,0.155,:SOUR:PRES:LEV:IMM:AMPL:VENT?\n,,
2026-04-20T14:13:14.380,COM31,pace5000,RX,57.706,,:SOUR:PRES:LEV:IMM:AMPL:VENT 2,
2026-04-20T14:13:14.380,COM31,pace5000,QUERY,108.536,:SOUR:PRES:LEV:IMM:AMPL:VENT?\n,:SOUR:PRES:LEV:IMM:AMPL:VENT 2,
2026-04-20T14:13:14.381,COM31,pace5000,TX,0.212,:INST:VERS?\n,,
2026-04-20T14:13:14.458,COM31,pace5000,RX,27.006,,":INST:VERS ""02.00.07""",
2026-04-20T14:13:14.459,COM31,pace5000,QUERY,78.256,:INST:VERS?\n,":INST:VERS ""02.00.07""",
2026-04-20T14:13:14.460,RUN,runner,EVENT,,run-aborted,,Pressure controller vent OFF failed: VENT_COMPLETED_LATCH_AUTO_CLEAR_BLOCKED(last_status=2)
2026-04-20T14:13:14.527,RUN,runner,EVENT,,run-cleanup,cleanup begin,
2026-04-20T14:13:14.528,RUN,runner,EVENT,,stage,"{""current"":""流程结束，恢复基线"",""wait_reason"":""恢复基线""}",
2026-04-20T14:13:14.528,RUN,runner,EVENT,,baseline-restore-begin,perform_safe_stop,
2026-04-20T14:13:14.530,COM31,pace5000,TX,0.202,:OUTP:STAT?\n,,
2026-04-20T14:13:14.600,COM31,pace5000,RX,19.084,,:OUTP:STAT 0,
2026-04-20T14:13:14.601,COM31,pace5000,QUERY,70.962,:OUTP:STAT?\n,:OUTP:STAT 0,
2026-04-20T14:13:14.601,COM31,pace5000,TX,0.134,:OUTP:ISOL:STAT?\n,,
2026-04-20T14:13:14.679,COM31,pace5000,RX,27.074,,:OUTP:ISOL:STAT 1,
2026-04-20T14:13:14.679,COM31,pace5000,QUERY,78.366,:OUTP:ISOL:STAT?\n,:OUTP:ISOL:STAT 1,
2026-04-20T14:13:14.680,COM31,pace5000,TX,0.114,:SOUR:PRES:LEV:IMM:AMPL:VENT 1\n,,
2026-04-20T14:13:14.711,COM31,pace5000,TX,31.423,:SYST:ERR?\n,,
