path,name,artifact_type,category,stage,formal_status,risk_level,opens_com_ports,controls_routes,writes_coefficients,notes
src/gas_calibrator/tools/export_v1_5_co2_s13_fast_error_closure_candidate.py,export_v1_5_co2_s13_fast_error_closure_candidate,tool,formal_review_evidence,co2_component,formal_support,offline,False,False,False,()
src/gas_calibrator/tools/export_v1_5_co2_s13_low_end_anchor_target_audit.py,export_v1_5_co2_s13_low_end_anchor_target_audit,tool,formal_review_evidence,co2_component,formal_support,offline,False,False,False,()
src/gas_calibrator/tools/export_v1_5_co2_s13_low_end_correction_strategy_review.py,export_v1_5_co2_s13_low_end_correction_strategy_review,tool,formal_review_evidence,co2_component,formal_support,offline,False,False,False,()
src/gas_calibrator/tools/export_v1_5_co2_s13_low_end_model_correction_review.py,export_v1_5_co2_s13_low_end_model_correction_review,tool,formal_review_evidence,co2_component,formal_support,offline,False,False,False,()
src/gas_calibrator/tools/export_v1_5_co2_s13_low_end_temperature_boundary_decision.py,export_v1_5_co2_s13_low_end_temperature_boundary_decision,tool,formal_review_evidence,temperature_channel,formal_support,offline,False,False,False,()
src/gas_calibrator/tools/export_v1_5_co2_s13_minimal_bridge_plan.py,export_v1_5_co2_s13_minimal_bridge_plan,tool,formal_review_evidence,co2_component,formal_support,offline,False,False,False,()
src/gas_calibrator/tools/export_v1_5_co2_s13_minimal_resampling_runlist.py,export_v1_5_co2_s13_minimal_resampling_runlist,tool,formal_review_evidence,co2_component,formal_support,offline,False,False,False,()
src/gas_calibrator/tools/export_v1_5_co2_s13_model_structure_review.py,export_v1_5_co2_s13_model_structure_review,tool,formal_review_evidence,co2_component,formal_support,offline,False,False,False,()
src/gas_calibrator/tools/export_v1_5_co2_s13_multistrategy_fit_review.py,export_v1_5_co2_s13_multistrategy_fit_review,tool,formal_review_evidence,co2_component,formal_support,offline,False,False,False,()
src/gas_calibrator/tools/export_v1_5_co2_s13_ratio_target_mapping_audit.py,export_v1_5_co2_s13_ratio_target_mapping_audit,tool,formal_review_evidence,co2_component,formal_support,offline,False,False,False,()
src/gas_calibrator/tools/export_v1_5_co2_s13_residual_root_cause_review.py,export_v1_5_co2_s13_residual_root_cause_review,tool,formal_review_evidence,co2_component,formal_support,offline,False,False,False,()
src/gas_calibrator/tools/export_v1_5_co2_s13_root_cause_closure_review.py,export_v1_5_co2_s13_root_cause_closure_review,tool,formal_review_evidence,co2_component,formal_support,offline,False,False,False,()
src/gas_calibrator/tools/export_v1_5_co2_s13_source_state_discontinuity_audit.py,export_v1_5_co2_s13_source_state_discontinuity_audit,tool,formal_review_evidence,co2_component,formal_support,offline,False,False,False,()
src/gas_calibrator/tools/export_v1_5_co2_s13_source_state_repair_fit_review.py,export_v1_5_co2_s13_source_state_repair_fit_review,tool,formal_review_evidence,co2_component,formal_support,offline,False,False,False,()
src/gas_calibrator/tools/export_v1_5_co2_s13_state_bridge_closure.py,export_v1_5_co2_s13_state_bridge_closure,tool,formal_review_evidence,co2_component,formal_support,offline,False,False,False,()
src/gas_calibrator/tools/export_v1_5_co2_s13_target_state_bridge_review.py,export_v1_5_co2_s13_target_state_bridge_review,tool,formal_review_evidence,co2_component,formal_support,offline,False,False,False,()
src/gas_calibrator/tools/export_v1_5_co2_s13_target_state_common_bias_audit.py,export_v1_5_co2_s13_target_state_common_bias_audit,tool,formal_review_evidence,co2_component,formal_support,offline,False,False,False,()
src/gas_calibrator/tools/export_v1_5_co2_s13_zero_anchor_contract_review.py,export_v1_5_co2_s13_zero_anchor_contract_review,tool,formal_review_evidence,co2_component,formal_support,offline,False,False,False,()
src/gas_calibrator/tools/export_v1_5_co2_senco13_fit_point_treatment_plan.py,export_v1_5_co2_senco13_fit_point_treatment_plan,tool,formal_review_evidence,co2_component,formal_support,offline,False,False,False,()
src/gas_calibrator/tools/export_v1_5_co2_senco13_repair_plan.py,export_v1_5_co2_senco13_repair_plan,tool,formal_review_evidence,co2_component,formal_support,offline,False,False,False,()
src/gas_calibrator/tools/export_v1_5_co2_senco13_scope_candidate_review.py,export_v1_5_co2_senco13_scope_candidate_review,tool,formal_review_evidence,co2_component,formal_support,offline,False,False,False,()
src/gas_calibrator/tools/export_v1_5_co2_senco5_linear_trim_review.py,export_v1_5_co2_senco5_linear_trim_review,tool,formal_review_evidence,co2_component,formal_support,offline,False,False,False,()
src/gas_calibrator/tools/export_v1_5_co2_senco_algorithm_audit.py,export_v1_5_co2_senco_algorithm_audit,tool,formal_review_evidence,co2_component,formal_support,offline,False,False,False,()
src/gas_calibrator/tools/export_v1_5_co2_senco_pair_model_scope.py,export_v1_5_co2_senco_pair_model_scope,tool,formal_review_evidence,co2_component,formal_support,offline,False,False,False,()
src/gas_calibrator/tools/export_v1_5_co2_senco_pair_review.py,export_v1_5_co2_senco_pair_review,tool,formal_review_evidence,co2_component,formal_support,offline,False,False,False,()
src/gas_calibrator/tools/export_v1_5_co2_state_bridge.py,export_v1_5_co2_state_bridge,tool,formal_review_evidence,co2_component,formal_support,offline,False,False,False,()
src/gas_calibrator/tools/export_v1_5_co2_three_point_state_bridge.py,export_v1_5_co2_three_point_state_bridge,tool,formal_review_evidence,co2_component,formal_support,offline,False,False,False,()
src/gas_calibrator/tools/export_v1_5_co2_training_scope_review.py,export_v1_5_co2_training_scope_review,tool,formal_review_evidence,co2_component,formal_support,offline,False,False,False,()
src/gas_calibrator/tools/export_v1_5_co2_zero_s5_sensitivity_review.py,export_v1_5_co2_zero_s5_sensitivity_review,tool,formal_review_evidence,co2_component,formal_support,offline,False,False,False,()
src/gas_calibrator/tools/export_v1_5_component_snapshot_after_events.py,export_v1_5_component_snapshot_after_events,tool,formal_review_evidence,general,formal_support,offline,False,False,False,()
src/gas_calibrator/tools/export_v1_5_dirty_zone_audit.py,export_v1_5_dirty_zone_audit,tool,formal_review_evidence,general,formal_support,offline,False,False,False,()
src/gas_calibrator/tools/export_v1_5_entrypoint_inventory.py,export_v1_5_entrypoint_inventory,tool,formal_review_evidence,general,formal_support,offline,False,False,False,()
src/gas_calibrator/tools/export_v1_5_factory_signal_health_review.py,export_v1_5_factory_signal_health_review,tool,formal_review_evidence,general,formal_support,offline,False,False,False,()
src/gas_calibrator/tools/export_v1_5_fit_input_quality.py,export_v1_5_fit_input_quality,tool,formal_review_evidence,qc_review,formal_support,offline,False,False,False,()
src/gas_calibrator/tools/export_v1_5_formal_calibration_package.py,export_v1_5_formal_calibration_package,tool,formal_review_evidence,reporting,formal_support,offline,False,False,False,()
src/gas_calibrator/tools/export_v1_5_formal_coefficient_report_zh.py,export_v1_5_formal_coefficient_report_zh,tool,formal_review_evidence,reporting,formal_support,offline,False,False,False,()
src/gas_calibrator/tools/export_v1_5_formal_flow_contract.py,export_v1_5_formal_flow_contract,tool,formal_review_evidence,general,formal_support,offline,False,False,False,()
src/gas_calibrator/tools/export_v1_5_formal_open_flow_report.py,export_v1_5_formal_open_flow_report,tool,formal_review_evidence,reporting,formal_support,offline,False,False,False,()
src/gas_calibrator/tools/export_v1_5_formal_preflight.py,export_v1_5_formal_preflight,tool,formal_review_evidence,general,formal_support,offline,False,False,False,()
src/gas_calibrator/tools/export_v1_5_formal_readiness.py,export_v1_5_formal_readiness,tool,formal_review_evidence,general,formal_support,offline,False,False,False,()
src/gas_calibrator/tools/export_v1_5_formal_run_status.py,export_v1_5_formal_run_status,tool,formal_review_evidence,general,formal_support,offline,False,False,False,"('offline formal run status rollup; reads readiness/archive sidecars and does not open COM',)"
src/gas_calibrator/tools/export_v1_5_formal_workbench.py,export_v1_5_formal_workbench,tool,formal_review_evidence,ui_review,formal_support,offline,False,False,False,()
src/gas_calibrator/tools/export_v1_5_full_flow_closure_readiness.py,export_v1_5_full_flow_closure_readiness,tool,formal_review_evidence,full_flow_orchestration,formal_support,offline,False,False,False,()
src/gas_calibrator/tools/export_v1_5_getco_identity_readiness.py,export_v1_5_getco_identity_readiness,tool,formal_review_evidence,general,formal_support,offline,False,False,False,"('offline identity/GETCO readiness sidecar; consumes read-only GETCO artifacts and does not open COM',)"
src/gas_calibrator/tools/export_v1_5_h2o_dry_anchor_bridge_review.py,export_v1_5_h2o_dry_anchor_bridge_review,tool,formal_review_evidence,h2o_component,formal_support,offline,False,False,False,()
src/gas_calibrator/tools/export_v1_5_h2o_formal_closure_review.py,export_v1_5_h2o_formal_closure_review,tool,formal_review_evidence,h2o_component,formal_support,offline,False,False,False,()
src/gas_calibrator/tools/export_v1_5_h2o_low_anchor_from_co2_zero.py,export_v1_5_h2o_low_anchor_from_co2_zero,tool,formal_review_evidence,h2o_component,formal_support,offline,False,False,False,()
src/gas_calibrator/tools/export_v1_5_h2o_queue_failure_audit.py,export_v1_5_h2o_queue_failure_audit,tool,formal_review_evidence,h2o_component,formal_support,offline,False,False,False,()
src/gas_calibrator/tools/export_v1_5_h2o_senco24_candidate_review.py,export_v1_5_h2o_senco24_candidate_review,tool,formal_review_evidence,h2o_component,formal_support,offline,False,False,False,()
src/gas_calibrator/tools/export_v1_5_h2o_senco24_repair_plan.py,export_v1_5_h2o_senco24_repair_plan,tool,formal_review_evidence,h2o_component,formal_support,offline,False,False,False,()
src/gas_calibrator/tools/export_v1_5_h2o_senco6_linear_trim_review.py,export_v1_5_h2o_senco6_linear_trim_review,tool,formal_review_evidence,h2o_component,formal_support,offline,False,False,False,()
src/gas_calibrator/tools/export_v1_5_h2o_special_diagnostic_queue.py,export_v1_5_h2o_special_diagnostic_queue,tool,diagnostic_only,h2o_component,diagnostic_only,offline,False,False,False,"('diagnostic evidence only; not formal acceptance by default',)"
src/gas_calibrator/tools/export_v1_5_h2o_state_transfer_diagnostic.py,export_v1_5_h2o_state_transfer_diagnostic,tool,diagnostic_only,h2o_component,diagnostic_only,offline,False,False,False,"('diagnostic evidence only; not formal acceptance by default',)"
src/gas_calibrator/tools/export_v1_5_initialization_readiness.py,export_v1_5_initialization_readiness,tool,formal_review_evidence,general,formal_support,offline,False,False,False,()
src/gas_calibrator/tools/export_v1_5_main_senco_write_precheck_pack.py,export_v1_5_main_senco_write_precheck_pack,tool,formal_review_evidence,general,formal_support,offline,False,False,False,()
src/gas_calibrator/tools/export_v1_5_mature_route_contract.py,export_v1_5_mature_route_contract,tool,formal_review_evidence,general,formal_support,offline,False,False,False,()
src/gas_calibrator/tools/export_v1_5_new_algorithm_test_point_plan.py,export_v1_5_new_algorithm_test_point_plan,tool,formal_review_evidence,general,formal_support,offline,False,False,False,()
src/gas_calibrator/tools/export_v1_5_open_flow_canonical_points.py,export_v1_5_open_flow_canonical_points,tool,formal_review_evidence,general,formal_support,offline,False,False,False,()
src/gas_calibrator/tools/export_v1_5_operation_console.py,export_v1_5_operation_console,tool,formal_review_evidence,ui_review,formal_support,offline,False,False,False,()
src/gas_calibrator/tools/export_v1_5_post_run_coefficient_executor.py,export_v1_5_post_run_coefficient_executor,tool,formal_review_evidence,coefficient_review,formal_support,offline,False,False,False,()
src/gas_calibrator/tools/export_v1_5_post_write_reverification.py,export_v1_5_post_write_reverification,tool,formal_review_evidence,general,formal_support,offline,False,False,False,()
src/gas_calibrator/tools/export_v1_5_pre_gas_readiness.py,export_v1_5_pre_gas_readiness,tool,formal_review_evidence,general,formal_support,offline,False,False,False,"('offline pre-gas readiness sidecar; summarizes identity, DB, GETCO, S7/S8, S9, route, and CHECK gates before live identity',)"
src/gas_calibrator/tools/export_v1_5_pressure_channel_completion.py,export_v1_5_pressure_channel_completion,tool,formal_review_evidence,pressure_channel,formal_support,offline,False,False,False,()
src/gas_calibrator/tools/export_v1_5_pressure_channel_validation.py,export_v1_5_pressure_channel_validation,tool,formal_review_evidence,pressure_channel,formal_support,offline,False,False,False,()
src/gas_calibrator/tools/export_v1_5_pressure_senco9_evaluation.py,export_v1_5_pressure_senco9_evaluation,tool,formal_review_evidence,pressure_channel,formal_support,offline,False,False,False,()
src/gas_calibrator/tools/export_v1_5_pressure_senco9_no_write_preflight.py,export_v1_5_pressure_senco9_no_write_preflight,tool,formal_review_evidence,pressure_channel,formal_support,offline,False,False,False,()
src/gas_calibrator/tools/export_v1_5_pressure_senco9_write_review.py,export_v1_5_pressure_senco9_write_review,tool,formal_review_evidence,pressure_channel,formal_support,offline,False,False,False,()
src/gas_calibrator/tools/export_v1_5_recommendation_closure.py,export_v1_5_recommendation_closure,tool,formal_review_evidence,general,formal_support,offline,False,False,False,()
src/gas_calibrator/tools/export_v1_5_review_surface.py,export_v1_5_review_surface,tool,formal_review_evidence,ui_review,formal_support,offline,False,False,False,()
src/gas_calibrator/tools/export_v1_5_run_evidence_status.py,export_v1_5_run_evidence_status,tool,formal_review_evidence,evidence_database,formal_support,offline,False,False,False,()
src/gas_calibrator/tools/export_v1_5_sample_reuse_review.py,export_v1_5_sample_reuse_review,tool,formal_review_evidence,general,formal_support,offline,False,False,False,()
src/gas_calibrator/tools/export_v1_5_sencoa_sencob_controlled_writer_preflight.py,export_v1_5_sencoa_sencob_controlled_writer_preflight,tool,controlled_write,general,formal_but_manual_authorized,writes_device_coefficients,False,False,True,"('requires explicit coefficient-write authorization and readback evidence',)"
src/gas_calibrator/tools/export_v1_5_sencoa_sencob_writer_design_review.py,export_v1_5_sencoa_sencob_writer_design_review,tool,formal_review_evidence,general,formal_support,offline,False,False,False,()
src/gas_calibrator/tools/export_v1_5_single_device_coefficient_report_zh.py,export_v1_5_single_device_coefficient_report_zh,tool,formal_review_evidence,reporting,formal_support,offline,False,False,False,()
src/gas_calibrator/tools/export_v1_5_temperature_channel_review.py,export_v1_5_temperature_channel_review,tool,formal_review_evidence,temperature_channel,formal_support,offline,False,False,False,()
src/gas_calibrator/tools/export_v1_5_v1_ratio_poly_algorithm_audit.py,export_v1_5_v1_ratio_poly_algorithm_audit,tool,formal_review_evidence,general,formal_support,offline,False,False,False,()
src/gas_calibrator/tools/import_v1_5_evidence_package.py,import_v1_5_evidence_package,tool,formal_review_evidence,evidence_database,formal_support,offline,False,False,False,()
src/gas_calibrator/tools/import_v1_5_pressure_channel_completion_package.py,import_v1_5_pressure_channel_completion_package,tool,formal_review_evidence,pressure_channel,formal_support,offline,False,False,False,()
src/gas_calibrator/tools/migrate_v1_5_evidence_db.py,migrate_v1_5_evidence_db,tool,formal_review_evidence,evidence_database,formal_support,offline,False,False,False,()
src/gas_calibrator/tools/prepare_v1_5_canonical_evidence_package.py,prepare_v1_5_canonical_evidence_package,tool,formal_review_evidence,evidence_database,formal_support,offline,False,False,False,()
src/gas_calibrator/tools/prepare_v1_5_formal_evidence_run.py,prepare_v1_5_formal_evidence_run,tool,formal_review_evidence,evidence_database,formal_support,offline,False,False,False,()
src/gas_calibrator/tools/prepare_v1_5_formal_run_package.py,prepare_v1_5_formal_run_package,tool,formal_review_evidence,full_flow_orchestration,formal_support,offline,False,False,False,()
src/gas_calibrator/tools/prepare_v1_5_multipoint_candidate_run.py,prepare_v1_5_multipoint_candidate_run,tool,formal_review_evidence,coefficient_review,formal_support,offline,False,False,False,()
src/gas_calibrator/tools/prepare_v1_5_runtime_serial_port_binding.py,prepare_v1_5_runtime_serial_port_binding,tool,formal_review_evidence,identity_and_serial_binding,formal_support,offline,False,False,False,"('COM port is transport only; analyzer identity remains MODE2 device ID',)"
src/gas_calibrator/tools/probe_v1_5_getco9_protocol.py,probe_v1_5_getco9_protocol,tool,diagnostic_only,general,diagnostic_only,real_com_or_route_risk,True,False,False,"('diagnostic evidence only; not formal acceptance by default',)"
src/gas_calibrator/tools/probe_v1_5_getco_component_snapshot.py,probe_v1_5_getco_component_snapshot,tool,formal_review_evidence,general,formal_support,real_com_or_route_risk,True,False,False,"('subordinate initialization evidence tool; read-only GETCO1-9 and device-ID snapshot',)"
src/gas_calibrator/tools/query_v1_5_evidence_run.py,query_v1_5_evidence_run,tool,formal_review_evidence,evidence_database,formal_support,offline,False,False,False,()
src/gas_calibrator/tools/run_room_temp_co2_pressure_diagnostic.py,run_room_temp_co2_pressure_diagnostic,tool,diagnostic_only,pressure_channel,diagnostic_only,real_com_or_route_risk,True,True,False,"('diagnostic evidence only; not formal acceptance by default',)"
src/gas_calibrator/tools/run_v1_5_analyzer_runtime_setup.py,run_v1_5_analyzer_runtime_setup,tool,identity_and_serial_binding,general,formal_initialization_support,real_com_or_database_risk,True,False,False,"('formal initialization support; use only through the initialization owner or explicit preflight',)"
src/gas_calibrator/tools/run_v1_5_co2_senco13_controlled_rollback.py,run_v1_5_co2_senco13_controlled_rollback,tool,controlled_write,co2_component,formal_but_manual_authorized,writes_device_coefficients,True,False,True,"('requires explicit coefficient-write authorization and readback evidence',)"
src/gas_calibrator/tools/run_v1_5_co2_senco13_controlled_write.py,run_v1_5_co2_senco13_controlled_write,tool,controlled_write,co2_component,formal_but_manual_authorized,writes_device_coefficients,True,False,True,"('requires explicit coefficient-write authorization and readback evidence',)"
src/gas_calibrator/tools/run_v1_5_co2_senco1_controlled_write.py,run_v1_5_co2_senco1_controlled_write,tool,controlled_write,co2_component,formal_but_manual_authorized,writes_device_coefficients,True,False,True,"('requires explicit coefficient-write authorization and readback evidence',)"
src/gas_calibrator/tools/run_v1_5_co2_senco5_linear_controlled_write.py,run_v1_5_co2_senco5_linear_controlled_write,tool,controlled_write,co2_component,formal_but_manual_authorized,writes_device_coefficients,True,False,True,"('requires explicit coefficient-write authorization and readback evidence',)"
src/gas_calibrator/tools/run_v1_5_co2_senco5_neutral_controlled_write.py,run_v1_5_co2_senco5_neutral_controlled_write,tool,controlled_write,co2_component,formal_but_manual_authorized,writes_device_coefficients,True,False,True,"('requires explicit coefficient-write authorization and readback evidence',)"
src/gas_calibrator/tools/run_v1_5_dewpoint_gate_extended_hold_after_gate.py,run_v1_5_dewpoint_gate_extended_hold_after_gate,tool,diagnostic_only,h2o_component,diagnostic_only,real_com_or_route_risk,True,False,False,()
src/gas_calibrator/tools/run_v1_5_formal_archive_closure.py,run_v1_5_formal_archive_closure,tool,formal_review_evidence,general,formal_support,offline,False,False,False,"('offline archive closure; does not open COM ports or control routes',)"
src/gas_calibrator/tools/run_v1_5_formal_co2_open_flow_queue.py,run_v1_5_formal_co2_open_flow_queue,tool,formal_runner,co2_component,formal_entry_candidate,real_com_or_route_risk,True,True,False,"('formal V1.5 entrypoint candidate; still requires operator authorization for real COM',)"
src/gas_calibrator/tools/run_v1_5_formal_evidence_sidecar.py,run_v1_5_formal_evidence_sidecar,tool,formal_review_evidence,evidence_database,formal_support,offline,False,False,False,"('offline review/evidence sidecar; no COM or route control',)"
src/gas_calibrator/tools/run_v1_5_formal_h2o_open_flow_queue.py,run_v1_5_formal_h2o_open_flow_queue,tool,formal_runner,h2o_component,formal_entry_candidate,real_com_or_route_risk,True,True,False,"('formal V1.5 entrypoint candidate; still requires operator authorization for real COM',)"
src/gas_calibrator/tools/run_v1_5_formal_h2o_open_flow_sampling.py,run_v1_5_formal_h2o_open_flow_sampling,tool,formal_sampling_worker,h2o_component,canonical_queue_worker,real_com_or_route_risk,True,True,False,"('canonical per-point sampling worker; invoked by the formal CO2/H2O queue runners',)"
src/gas_calibrator/tools/run_v1_5_formal_initialization_runner.py,run_v1_5_formal_initialization_runner,tool,full_flow_orchestration,general,canonical_initialization_planner,offline,False,False,False,"('canonical initialization owner; offline planner, evidence indexer, and readiness gate',)"
src/gas_calibrator/tools/run_v1_5_formal_offline_review_chain.py,run_v1_5_formal_offline_review_chain,tool,formal_review_evidence,general,formal_support,offline,False,False,False,"('offline review/evidence sidecar; no COM or route control',)"
src/gas_calibrator/tools/run_v1_5_formal_open_flow_sampling.py,run_v1_5_formal_open_flow_sampling,tool,formal_sampling_worker,general,canonical_queue_worker,real_com_or_route_risk,True,True,False,"('canonical per-point sampling worker; invoked by the formal CO2/H2O queue runners',)"
src/gas_calibrator/tools/run_v1_5_formal_route_readiness_probe.py,run_v1_5_formal_route_readiness_probe,tool,formal_review_evidence,general,formal_preflight_support,real_com_or_route_risk,True,True,False,"('formal route-readiness preflight support; records readiness evidence before mature route runners',)"
src/gas_calibrator/tools/run_v1_5_full_calibration_chain.py,run_v1_5_full_calibration_chain,tool,full_flow_orchestration,general,formal_support,offline,False,False,False,()
src/gas_calibrator/tools/run_v1_5_h2o_senco24_controlled_write.py,run_v1_5_h2o_senco24_controlled_write,tool,controlled_write,h2o_component,formal_but_manual_authorized,writes_device_coefficients,True,False,True,"('requires explicit coefficient-write authorization and readback evidence',)"
src/gas_calibrator/tools/run_v1_5_h2o_senco6_linear_controlled_write.py,run_v1_5_h2o_senco6_linear_controlled_write,tool,controlled_write,h2o_component,formal_but_manual_authorized,writes_device_coefficients,True,False,True,"('requires explicit coefficient-write authorization and readback evidence',)"
src/gas_calibrator/tools/run_v1_5_h2o_senco6_neutral_controlled_write.py,run_v1_5_h2o_senco6_neutral_controlled_write,tool,controlled_write,h2o_component,formal_but_manual_authorized,writes_device_coefficients,True,False,True,"('requires explicit coefficient-write authorization and readback evidence',)"
src/gas_calibrator/tools/run_v1_5_initialization_db_preflight.py,run_v1_5_initialization_db_preflight,tool,identity_and_serial_binding,evidence_database,formal_initialization_support,offline,False,False,False,"('formal initialization support; use only through the initialization owner or explicit preflight',)"
src/gas_calibrator/tools/run_v1_5_no_outp_preseal_probe.py,run_v1_5_no_outp_preseal_probe,tool,diagnostic_only,general,diagnostic_only,real_com_or_route_risk,True,False,False,"('diagnostic evidence only; not formal acceptance by default', 'pressure/route engineering probe; keep outside formal CO2/H2O fit')"
src/gas_calibrator/tools/run_v1_5_open_flow_dynamic_pressure_diagnostic.py,run_v1_5_open_flow_dynamic_pressure_diagnostic,tool,diagnostic_only,pressure_channel,diagnostic_only,real_com_or_route_risk,True,False,False,"('diagnostic evidence only; not formal acceptance by default', 'pressure/route engineering probe; keep outside formal CO2/H2O fit')"
src/gas_calibrator/tools/run_v1_5_pace_mode_ingress_diagnostic.py,run_v1_5_pace_mode_ingress_diagnostic,tool,diagnostic_only,pressure_channel,diagnostic_only,real_com_or_route_risk,True,False,False,"('diagnostic evidence only; not formal acceptance by default',)"
src/gas_calibrator/tools/run_v1_5_pressure_senco9_clear_controlled_write.py,run_v1_5_pressure_senco9_clear_controlled_write,tool,controlled_write,pressure_channel,formal_but_manual_authorized,writes_device_coefficients,True,False,True,"('requires explicit coefficient-write authorization and readback evidence',)"
src/gas_calibrator/tools/run_v1_5_pressure_senco9_controlled_write.py,run_v1_5_pressure_senco9_controlled_write,tool,controlled_write,pressure_channel,formal_but_manual_authorized,writes_device_coefficients,True,False,True,"('requires explicit coefficient-write authorization and readback evidence',)"
