root_path,root_classification,point_dir,point_name,route_kind,lineage_classification,provenance_blocker_codes,accepted_manifest_member,accepted_manifest_source_kind,accepted_manifest_status,accepted_manifest_warning,has_sidecar,has_samples,has_component_qc,has_frame_qc,artifact_count,artifacts,diagnostic_data_review_allowed,traceability_review_required,continuous_route_attestation_allowed,formal_fit_allowed,formal_release_allowed,database_import_allowed
D:\gas_calibrator\_handoff\v1_5_formal_route_real_20260624,forbidden_0624_or_migration,D:\gas_calibrator\_handoff\v1_5_formal_route_real_20260624\current6_20260624_r10_task_direct_continuous_nowrite\co2\p022_T20_700ppm_fit,p022_T20_700ppm_fit,co2,forbidden_0624_or_migration,"[""0624_source_forbidden"", ""direct_source_forbidden""]",False,,,,True,True,True,True,6,"{""formal_open_flow_data_quality_by_analyzer.csv"": {""path"": ""D:\\gas_calibrator\\_handoff\\v1_5_formal_route_real_20260624\\current6_20260624_r10_task_direct_continuous_nowrite\\co2\\p022_T20_700ppm_fit\\formal_open_flow_data_quality_by_analyzer.csv"", ""sha256"": ""3a2c66cad7cdb83b63422c9aa442456ef4f03deb7152f9e3946a604bbe6da47f"", ""size_bytes"": 853}, ""formal_open_flow_route_timing.json"": {""path"": ""D:\\gas_calibrator\\_handoff\\v1_5_formal_route_real_20260624\\current6_20260624_r10_task_direct_continuous_nowrite\\co2\\p022_T20_700ppm_fit\\formal_open_flow_route_timing.json"", ""sha256"": ""a24756c5e0e62691e1f55af17b7767f062c269d95c1e950e4c1ede8cc45f9ba1"", ""size_bytes"": 570}, ""formal_open_flow_sidecar_metadata.json"": {""path"": ""D:\\gas_calibrator\\_handoff\\v1_5_formal_route_real_20260624\\current6_20260624_r10_task_direct_continuous_nowrite\\co2\\p022_T20_700ppm_fit\\formal_open_flow_sidecar_metadata.json"", ""sha256"": ""cf9e3a1fcb820b00a2bb18e3287e8d20794dd9bc35fe471959bb92f1cd065f8a"", ""size_bytes"": 1206}, ""frame_quality_summary.csv"": {""path"": ""D:\\gas_calibrator\\_handoff\\v1_5_formal_route_real_20260624\\current6_20260624_r10_task_direct_continuous_nowrite\\co2\\p022_T20_700ppm_fit\\frame_quality_summary.csv"", ""sha256"": ""c60f36a2615ba738698e5fbc1441c61522a28d6dbd40d433fcc76d249272d65c"", ""size_bytes"": 496}, ""runtime_config_snapshot.json"": {""path"": ""D:\\gas_calibrator\\_handoff\\v1_5_formal_route_real_20260624\\current6_20260624_r10_task_direct_continuous_nowrite\\co2\\p022_T20_700ppm_fit\\runtime_config_snapshot.json"", ""sha256"": ""afdf7fa4ab01fe68bdc4c20a29b48eddc668ba3ebb7bb80935d699387c3a3000"", ""size_bytes"": 50343}, ""samples_machine_readable.csv"": {""path"": ""D:\\gas_calibrator\\_handoff\\v1_5_formal_route_real_20260624\\current6_20260624_r10_task_direct_continuous_nowrite\\co2\\p022_T20_700ppm_fit\\samples_machine_readable.csv"", ""sha256"": ""e2098437b894347cc92c99fe2ceebc9b52bc564aee7e87e3321f36be98656a55"", ""size_bytes"": 49918}}",True,True,False,False,False,False
D:\gas_calibrator\_handoff\v1_5_formal_route_real_20260624,forbidden_0624_or_migration,D:\gas_calibrator\_handoff\v1_5_formal_route_real_20260624\current6_20260624_r10_task_direct_continuous_nowrite\co2\p023_T20_800ppm_fit,p023_T20_800ppm_fit,co2,forbidden_0624_or_migration,"[""0624_source_forbidden"", ""direct_source_forbidden""]",False,,,,True,True,True,True,6,"{""formal_open_flow_data_quality_by_analyzer.csv"": {""path"": ""D:\\gas_calibrator\\_handoff\\v1_5_formal_route_real_20260624\\current6_20260624_r10_task_direct_continuous_nowrite\\co2\\p023_T20_800ppm_fit\\formal_open_flow_data_quality_by_analyzer.csv"", ""sha256"": ""5892f34e991c9326ff835ef2b35784cbb78dbc7c03211e9915330070c334ec9c"", ""size_bytes"": 905}, ""formal_open_flow_route_timing.json"": {""path"": ""D:\\gas_calibrator\\_handoff\\v1_5_formal_route_real_20260624\\current6_20260624_r10_task_direct_continuous_nowrite\\co2\\p023_T20_800ppm_fit\\formal_open_flow_route_timing.json"", ""sha256"": ""214fa0561ea7d2866508997482f1cd21417e1438679593e5e2656d697eec22dc"", ""size_bytes"": 570}, ""formal_open_flow_sidecar_metadata.json"": {""path"": ""D:\\gas_calibrator\\_handoff\\v1_5_formal_route_real_20260624\\current6_20260624_r10_task_direct_continuous_nowrite\\co2\\p023_T20_800ppm_fit\\formal_open_flow_sidecar_metadata.json"", ""sha256"": ""3424f48023f0680db55c5171ccc03b52410e68d64d310fcfd32c7b77a7fd774e"", ""size_bytes"": 1204}, ""frame_quality_summary.csv"": {""path"": ""D:\\gas_calibrator\\_handoff\\v1_5_formal_route_real_20260624\\current6_20260624_r10_task_direct_continuous_nowrite\\co2\\p023_T20_800ppm_fit\\frame_quality_summary.csv"", ""sha256"": ""dc2ef38fe636c30fcdb63e1b35a710399e0a47c705261267521df5e388307a2c"", ""size_bytes"": 496}, ""runtime_config_snapshot.json"": {""path"": ""D:\\gas_calibrator\\_handoff\\v1_5_formal_route_real_20260624\\current6_20260624_r10_task_direct_continuous_nowrite\\co2\\p023_T20_800ppm_fit\\runtime_config_snapshot.json"", ""sha256"": ""afdf7fa4ab01fe68bdc4c20a29b48eddc668ba3ebb7bb80935d699387c3a3000"", ""size_bytes"": 50343}, ""samples_machine_readable.csv"": {""path"": ""D:\\gas_calibrator\\_handoff\\v1_5_formal_route_real_20260624\\current6_20260624_r10_task_direct_continuous_nowrite\\co2\\p023_T20_800ppm_fit\\samples_machine_readable.csv"", ""sha256"": ""993e03c10f1af92caa437d52848c0ea2243cfdec0bf6ddf5de67620459382628"", ""size_bytes"": 49921}}",True,True,False,False,False,False
D:\gas_calibrator\_handoff\v1_5_formal_route_real_20260624,forbidden_0624_or_migration,D:\gas_calibrator\_handoff\v1_5_formal_route_real_20260624\current6_20260624_r10_task_direct_continuous_nowrite\co2\p024_T20_900ppm_fit,p024_T20_900ppm_fit,co2,forbidden_0624_or_migration,"[""0624_source_forbidden"", ""direct_source_forbidden""]",False,,,,True,True,True,True,6,"{""formal_open_flow_data_quality_by_analyzer.csv"": {""path"": ""D:\\gas_calibrator\\_handoff\\v1_5_formal_route_real_20260624\\current6_20260624_r10_task_direct_continuous_nowrite\\co2\\p024_T20_900ppm_fit\\formal_open_flow_data_quality_by_analyzer.csv"", ""sha256"": ""56c1ca3cca2a920780a814c194c177f2568a13a98c8a4b52a234309aca9a555a"", ""size_bytes"": 854}, ""formal_open_flow_route_timing.json"": {""path"": ""D:\\gas_calibrator\\_handoff\\v1_5_formal_route_real_20260624\\current6_20260624_r10_task_direct_continuous_nowrite\\co2\\p024_T20_900ppm_fit\\formal_open_flow_route_timing.json"", ""sha256"": ""02adf0f75bad30c486e36571831e880d61f409db7711a7ec099cbe8e09c5932a"", ""size_bytes"": 570}, ""formal_open_flow_sidecar_metadata.json"": {""path"": ""D:\\gas_calibrator\\_handoff\\v1_5_formal_route_real_20260624\\current6_20260624_r10_task_direct_continuous_nowrite\\co2\\p024_T20_900ppm_fit\\formal_open_flow_sidecar_metadata.json"", ""sha256"": ""5833eea8b301898e9feae3a7e49129d6e13d58f0d1ed97e3acea31ccf96bacd7"", ""size_bytes"": 1206}, ""frame_quality_summary.csv"": {""path"": ""D:\\gas_calibrator\\_handoff\\v1_5_formal_route_real_20260624\\current6_20260624_r10_task_direct_continuous_nowrite\\co2\\p024_T20_900ppm_fit\\frame_quality_summary.csv"", ""sha256"": ""73d2c30fba303cceba4da408aef1b95a006a3c950db8b8d0d23fa93cb22e4c8a"", ""size_bytes"": 496}, ""runtime_config_snapshot.json"": {""path"": ""D:\\gas_calibrator\\_handoff\\v1_5_formal_route_real_20260624\\current6_20260624_r10_task_direct_continuous_nowrite\\co2\\p024_T20_900ppm_fit\\runtime_config_snapshot.json"", ""sha256"": ""afdf7fa4ab01fe68bdc4c20a29b48eddc668ba3ebb7bb80935d699387c3a3000"", ""size_bytes"": 50343}, ""samples_machine_readable.csv"": {""path"": ""D:\\gas_calibrator\\_handoff\\v1_5_formal_route_real_20260624\\current6_20260624_r10_task_direct_continuous_nowrite\\co2\\p024_T20_900ppm_fit\\samples_machine_readable.csv"", ""sha256"": ""cb8103f86b9bf398b0b77835538a5cec810c5c2436700cf91c467623f69b1fc4"", ""size_bytes"": 49931}}",True,True,False,False,False,False
D:\gas_calibrator\_handoff\v1_5_formal_route_real_20260624,forbidden_0624_or_migration,D:\gas_calibrator\_handoff\v1_5_formal_route_real_20260624\current6_20260624_r10_task_direct_continuous_nowrite\co2\p025_T20_1000ppm_fit,p025_T20_1000ppm_fit,co2,forbidden_0624_or_migration,"[""0624_source_forbidden"", ""direct_source_forbidden""]",False,,,,True,True,True,True,6,"{""formal_open_flow_data_quality_by_analyzer.csv"": {""path"": ""D:\\gas_calibrator\\_handoff\\v1_5_formal_route_real_20260624\\current6_20260624_r10_task_direct_continuous_nowrite\\co2\\p025_T20_1000ppm_fit\\formal_open_flow_data_quality_by_analyzer.csv"", ""sha256"": ""a8285b2ecba2ed1299c9873cab61f685b4aead4dc92b938e5fe0f013c5e71f82"", ""size_bytes"": 908}, ""formal_open_flow_route_timing.json"": {""path"": ""D:\\gas_calibrator\\_handoff\\v1_5_formal_route_real_20260624\\current6_20260624_r10_task_direct_continuous_nowrite\\co2\\p025_T20_1000ppm_fit\\formal_open_flow_route_timing.json"", ""sha256"": ""f55609f7939f1b82c98151538183f4768eb2217a73e7657a1efc6b0ab49f4628"", ""size_bytes"": 572}, ""formal_open_flow_sidecar_metadata.json"": {""path"": ""D:\\gas_calibrator\\_handoff\\v1_5_formal_route_real_20260624\\current6_20260624_r10_task_direct_continuous_nowrite\\co2\\p025_T20_1000ppm_fit\\formal_open_flow_sidecar_metadata.json"", ""sha256"": ""cd6cfe1e017237976e7766512110585d5c690fad000b3c2a07bf3952354890c6"", ""size_bytes"": 1206}, ""frame_quality_summary.csv"": {""path"": ""D:\\gas_calibrator\\_handoff\\v1_5_formal_route_real_20260624\\current6_20260624_r10_task_direct_continuous_nowrite\\co2\\p025_T20_1000ppm_fit\\frame_quality_summary.csv"", ""sha256"": ""9b787f6de917d3508b8511e9eea38419ab6224df08d7772b531f1bd9ad36227c"", ""size_bytes"": 502}, ""runtime_config_snapshot.json"": {""path"": ""D:\\gas_calibrator\\_handoff\\v1_5_formal_route_real_20260624\\current6_20260624_r10_task_direct_continuous_nowrite\\co2\\p025_T20_1000ppm_fit\\runtime_config_snapshot.json"", ""sha256"": ""afdf7fa4ab01fe68bdc4c20a29b48eddc668ba3ebb7bb80935d699387c3a3000"", ""size_bytes"": 50343}, ""samples_machine_readable.csv"": {""path"": ""D:\\gas_calibrator\\_handoff\\v1_5_formal_route_real_20260624\\current6_20260624_r10_task_direct_continuous_nowrite\\co2\\p025_T20_1000ppm_fit\\samples_machine_readable.csv"", ""sha256"": ""97fc7d0bbb8920aa4b5b0ab26bf4621ed08b9d57799331d8f0fd085b588b3397"", ""size_bytes"": 49900}}",True,True,False,False,False,False
D:\gas_calibrator\_handoff\v1_5_formal_route_real_20260624,forbidden_0624_or_migration,D:\gas_calibrator\_handoff\v1_5_formal_route_real_20260624\current6_20260624_r10_task_direct_continuous_nowrite\co2\p026_T10_0ppm_fit,p026_T10_0ppm_fit,co2,forbidden_0624_or_migration,"[""0624_source_forbidden"", ""direct_source_forbidden""]",False,,,,True,True,True,True,6,"{""formal_open_flow_data_quality_by_analyzer.csv"": {""path"": ""D:\\gas_calibrator\\_handoff\\v1_5_formal_route_real_20260624\\current6_20260624_r10_task_direct_continuous_nowrite\\co2\\p026_T10_0ppm_fit\\formal_open_flow_data_quality_by_analyzer.csv"", ""sha256"": ""6c4d4849d2d5c63cbd504ad8da4da3c43bfed655c75ac82db1a72ffe953ea1a6"", ""size_bytes"": 961}, ""formal_open_flow_route_timing.json"": {""path"": ""D:\\gas_calibrator\\_handoff\\v1_5_formal_route_real_20260624\\current6_20260624_r10_task_direct_continuous_nowrite\\co2\\p026_T10_0ppm_fit\\formal_open_flow_route_timing.json"", ""sha256"": ""6a74a631da54b04f36221a68578c319d3cd2b8030a1d7186d61ceef0560ae2d3"", ""size_bytes"": 566}, ""formal_open_flow_sidecar_metadata.json"": {""path"": ""D:\\gas_calibrator\\_handoff\\v1_5_formal_route_real_20260624\\current6_20260624_r10_task_direct_continuous_nowrite\\co2\\p026_T10_0ppm_fit\\formal_open_flow_sidecar_metadata.json"", ""sha256"": ""201f08d306e848193c246ed68ce6933479a5999bc444214efb67d21b2c1d2d32"", ""size_bytes"": 1200}, ""frame_quality_summary.csv"": {""path"": ""D:\\gas_calibrator\\_handoff\\v1_5_formal_route_real_20260624\\current6_20260624_r10_task_direct_continuous_nowrite\\co2\\p026_T10_0ppm_fit\\frame_quality_summary.csv"", ""sha256"": ""06554fea1aa002e0b9f84768a6cd2d4d99ddc773167bb5fe5d564d5117fc85fd"", ""size_bytes"": 484}, ""runtime_config_snapshot.json"": {""path"": ""D:\\gas_calibrator\\_handoff\\v1_5_formal_route_real_20260624\\current6_20260624_r10_task_direct_continuous_nowrite\\co2\\p026_T10_0ppm_fit\\runtime_config_snapshot.json"", ""sha256"": ""afdf7fa4ab01fe68bdc4c20a29b48eddc668ba3ebb7bb80935d699387c3a3000"", ""size_bytes"": 50343}, ""samples_machine_readable.csv"": {""path"": ""D:\\gas_calibrator\\_handoff\\v1_5_formal_route_real_20260624\\current6_20260624_r10_task_direct_continuous_nowrite\\co2\\p026_T10_0ppm_fit\\samples_machine_readable.csv"", ""sha256"": ""fd2eab20271ad81ae5a75ff8be68158ba8dc7dff288db2ca9abe40ac62176ec6"", ""size_bytes"": 49677}}",True,True,False,False,False,False
D:\gas_calibrator\_handoff\v1_5_formal_route_real_20260624,forbidden_0624_or_migration,D:\gas_calibrator\_handoff\v1_5_formal_route_real_20260624\current6_20260624_r10_task_direct_continuous_nowrite\co2\p027_T10_100ppm_fit,p027_T10_100ppm_fit,co2,forbidden_0624_or_migration,"[""0624_source_forbidden"", ""direct_source_forbidden""]",False,,,,True,True,True,True,6,"{""formal_open_flow_data_quality_by_analyzer.csv"": {""path"": ""D:\\gas_calibrator\\_handoff\\v1_5_formal_route_real_20260624\\current6_20260624_r10_task_direct_continuous_nowrite\\co2\\p027_T10_100ppm_fit\\formal_open_flow_data_quality_by_analyzer.csv"", ""sha256"": ""6e010d660e06ab00b3109a4875695d746a8fd7a6227d1ab6710e3ab7da85827c"", ""size_bytes"": 873}, ""formal_open_flow_route_timing.json"": {""path"": ""D:\\gas_calibrator\\_handoff\\v1_5_formal_route_real_20260624\\current6_20260624_r10_task_direct_continuous_nowrite\\co2\\p027_T10_100ppm_fit\\formal_open_flow_route_timing.json"", ""sha256"": ""d3292c0fce8d21cc5c022126449b7e2a25efe8b36e7af0447908a417ecdcc694"", ""size_bytes"": 570}, ""formal_open_flow_sidecar_metadata.json"": {""path"": ""D:\\gas_calibrator\\_handoff\\v1_5_formal_route_real_20260624\\current6_20260624_r10_task_direct_continuous_nowrite\\co2\\p027_T10_100ppm_fit\\formal_open_flow_sidecar_metadata.json"", ""sha256"": ""1fd93febf14485e4cc98d5f91e9d2341733162d9cf4e097f7d56e89340561f0d"", ""size_bytes"": 1206}, ""frame_quality_summary.csv"": {""path"": ""D:\\gas_calibrator\\_handoff\\v1_5_formal_route_real_20260624\\current6_20260624_r10_task_direct_continuous_nowrite\\co2\\p027_T10_100ppm_fit\\frame_quality_summary.csv"", ""sha256"": ""0f3e036d0150b9bf0a0c1b40e1d07f93d9b46589628899594d9ddb041a8f4b20"", ""size_bytes"": 496}, ""runtime_config_snapshot.json"": {""path"": ""D:\\gas_calibrator\\_handoff\\v1_5_formal_route_real_20260624\\current6_20260624_r10_task_direct_continuous_nowrite\\co2\\p027_T10_100ppm_fit\\runtime_config_snapshot.json"", ""sha256"": ""afdf7fa4ab01fe68bdc4c20a29b48eddc668ba3ebb7bb80935d699387c3a3000"", ""size_bytes"": 50343}, ""samples_machine_readable.csv"": {""path"": ""D:\\gas_calibrator\\_handoff\\v1_5_formal_route_real_20260624\\current6_20260624_r10_task_direct_continuous_nowrite\\co2\\p027_T10_100ppm_fit\\samples_machine_readable.csv"", ""sha256"": ""2eb3739c9e7f877ccc91f0c9092c95c83837637bf7a9d4a100dce6db6f479428"", ""size_bytes"": 49836}}",True,True,False,False,False,False
D:\gas_calibrator\_handoff\v1_5_formal_route_real_20260624,forbidden_0624_or_migration,D:\gas_calibrator\_handoff\v1_5_formal_route_real_20260624\current6_20260624_r10_task_direct_continuous_nowrite\co2\p028_T10_200ppm_fit,p028_T10_200ppm_fit,co2,forbidden_0624_or_migration,"[""0624_source_forbidden"", ""direct_source_forbidden""]",False,,,,True,True,True,True,6,"{""formal_open_flow_data_quality_by_analyzer.csv"": {""path"": ""D:\\gas_calibrator\\_handoff\\v1_5_formal_route_real_20260624\\current6_20260624_r10_task_direct_continuous_nowrite\\co2\\p028_T10_200ppm_fit\\formal_open_flow_data_quality_by_analyzer.csv"", ""sha256"": ""e970d0a3d9345854e38b41d454cf38077922cddee78d9c21a6a2d3de64c5b1da"", ""size_bytes"": 890}, ""formal_open_flow_route_timing.json"": {""path"": ""D:\\gas_calibrator\\_handoff\\v1_5_formal_route_real_20260624\\current6_20260624_r10_task_direct_continuous_nowrite\\co2\\p028_T10_200ppm_fit\\formal_open_flow_route_timing.json"", ""sha256"": ""a35045b85ea03b191f9d4ea75136ec2ab239650417f42f77d6de1949c7f1f7d1"", ""size_bytes"": 570}, ""formal_open_flow_sidecar_metadata.json"": {""path"": ""D:\\gas_calibrator\\_handoff\\v1_5_formal_route_real_20260624\\current6_20260624_r10_task_direct_continuous_nowrite\\co2\\p028_T10_200ppm_fit\\formal_open_flow_sidecar_metadata.json"", ""sha256"": ""70e9f956040bbc7c3434305f0f343076f9d4e88c27e1d4b819b30cdb44339102"", ""size_bytes"": 1204}, ""frame_quality_summary.csv"": {""path"": ""D:\\gas_calibrator\\_handoff\\v1_5_formal_route_real_20260624\\current6_20260624_r10_task_direct_continuous_nowrite\\co2\\p028_T10_200ppm_fit\\frame_quality_summary.csv"", ""sha256"": ""95cca7ba24f76f2696d2b9d37bae3ab8ee119db188c104a79cf51bdc426f8427"", ""size_bytes"": 496}, ""runtime_config_snapshot.json"": {""path"": ""D:\\gas_calibrator\\_handoff\\v1_5_formal_route_real_20260624\\current6_20260624_r10_task_direct_continuous_nowrite\\co2\\p028_T10_200ppm_fit\\runtime_config_snapshot.json"", ""sha256"": ""afdf7fa4ab01fe68bdc4c20a29b48eddc668ba3ebb7bb80935d699387c3a3000"", ""size_bytes"": 50343}, ""samples_machine_readable.csv"": {""path"": ""D:\\gas_calibrator\\_handoff\\v1_5_formal_route_real_20260624\\current6_20260624_r10_task_direct_continuous_nowrite\\co2\\p028_T10_200ppm_fit\\samples_machine_readable.csv"", ""sha256"": ""b2ae2992b93c70e6e71f7199756bb96c437244db480951ebd987b6272201d5d8"", ""size_bytes"": 49886}}",True,True,False,False,False,False
D:\gas_calibrator\_handoff\v1_5_formal_route_real_20260624,forbidden_0624_or_migration,D:\gas_calibrator\_handoff\v1_5_formal_route_real_20260624\current6_20260624_r10_task_direct_continuous_nowrite\co2\p029_T10_300ppm_fit,p029_T10_300ppm_fit,co2,forbidden_0624_or_migration,"[""0624_source_forbidden"", ""direct_source_forbidden""]",False,,,,True,True,True,True,6,"{""formal_open_flow_data_quality_by_analyzer.csv"": {""path"": ""D:\\gas_calibrator\\_handoff\\v1_5_formal_route_real_20260624\\current6_20260624_r10_task_direct_continuous_nowrite\\co2\\p029_T10_300ppm_fit\\formal_open_flow_data_quality_by_analyzer.csv"", ""sha256"": ""bfc8c7d56b8b6833705106dfc3d06c0fc59b633b838ef877facfb1e226033250"", ""size_bytes"": 945}, ""formal_open_flow_route_timing.json"": {""path"": ""D:\\gas_calibrator\\_handoff\\v1_5_formal_route_real_20260624\\current6_20260624_r10_task_direct_continuous_nowrite\\co2\\p029_T10_300ppm_fit\\formal_open_flow_route_timing.json"", ""sha256"": ""46b1d71c163ffa15dc8eaf455e5b02e5c31fa35aafde4fe1bc82ead6026a1e7b"", ""size_bytes"": 570}, ""formal_open_flow_sidecar_metadata.json"": {""path"": ""D:\\gas_calibrator\\_handoff\\v1_5_formal_route_real_20260624\\current6_20260624_r10_task_direct_continuous_nowrite\\co2\\p029_T10_300ppm_fit\\formal_open_flow_sidecar_metadata.json"", ""sha256"": ""cb84930b0658db34803f08e23ad6937e6969358a717994b6e68cd105accf6c18"", ""size_bytes"": 1206}, ""frame_quality_summary.csv"": {""path"": ""D:\\gas_calibrator\\_handoff\\v1_5_formal_route_real_20260624\\current6_20260624_r10_task_direct_continuous_nowrite\\co2\\p029_T10_300ppm_fit\\frame_quality_summary.csv"", ""sha256"": ""1657d7acc936a98bce8643ea7598551673b3f9cd8b765601036dd1f57cbf673b"", ""size_bytes"": 496}, ""runtime_config_snapshot.json"": {""path"": ""D:\\gas_calibrator\\_handoff\\v1_5_formal_route_real_20260624\\current6_20260624_r10_task_direct_continuous_nowrite\\co2\\p029_T10_300ppm_fit\\runtime_config_snapshot.json"", ""sha256"": ""afdf7fa4ab01fe68bdc4c20a29b48eddc668ba3ebb7bb80935d699387c3a3000"", ""size_bytes"": 50343}, ""samples_machine_readable.csv"": {""path"": ""D:\\gas_calibrator\\_handoff\\v1_5_formal_route_real_20260624\\current6_20260624_r10_task_direct_continuous_nowrite\\co2\\p029_T10_300ppm_fit\\samples_machine_readable.csv"", ""sha256"": ""d84c66d8f672b840b164dd3ac0b63f2da88d16be4e1d1ed689800515b77e6850"", ""size_bytes"": 49897}}",True,True,False,False,False,False
D:\gas_calibrator\_handoff\v1_5_formal_route_real_20260624,forbidden_0624_or_migration,D:\gas_calibrator\_handoff\v1_5_formal_route_real_20260624\current6_20260624_r10_task_direct_continuous_nowrite\co2\p030_T10_400ppm_fit,p030_T10_400ppm_fit,co2,forbidden_0624_or_migration,"[""0624_source_forbidden"", ""direct_source_forbidden""]",False,,,,True,True,True,True,6,"{""formal_open_flow_data_quality_by_analyzer.csv"": {""path"": ""D:\\gas_calibrator\\_handoff\\v1_5_formal_route_real_20260624\\current6_20260624_r10_task_direct_continuous_nowrite\\co2\\p030_T10_400ppm_fit\\formal_open_flow_data_quality_by_analyzer.csv"", ""sha256"": ""86a65f7d62a4bae6f67938e571a175279a568eb47ab3d21dfc1bc924d84e4db0"", ""size_bytes"": 852}, ""formal_open_flow_route_timing.json"": {""path"": ""D:\\gas_calibrator\\_handoff\\v1_5_formal_route_real_20260624\\current6_20260624_r10_task_direct_continuous_nowrite\\co2\\p030_T10_400ppm_fit\\formal_open_flow_route_timing.json"", ""sha256"": ""73b5f245e7dc455f2059ed80781bc04fa5241ed4d3352437751fa3e9700e7533"", ""size_bytes"": 570}, ""formal_open_flow_sidecar_metadata.json"": {""path"": ""D:\\gas_calibrator\\_handoff\\v1_5_formal_route_real_20260624\\current6_20260624_r10_task_direct_continuous_nowrite\\co2\\p030_T10_400ppm_fit\\formal_open_flow_sidecar_metadata.json"", ""sha256"": ""450b3f3c2fb0439bb424ec88ea391910121bb0eabfdc3c27b472d5a9648bb3b6"", ""size_bytes"": 1204}, ""frame_quality_summary.csv"": {""path"": ""D:\\gas_calibrator\\_handoff\\v1_5_formal_route_real_20260624\\current6_20260624_r10_task_direct_continuous_nowrite\\co2\\p030_T10_400ppm_fit\\frame_quality_summary.csv"", ""sha256"": ""b2d6a75d3d5a8c329017d63140b0d5e91f14b08b4f3e43a129c75552fd42e6ab"", ""size_bytes"": 496}, ""runtime_config_snapshot.json"": {""path"": ""D:\\gas_calibrator\\_handoff\\v1_5_formal_route_real_20260624\\current6_20260624_r10_task_direct_continuous_nowrite\\co2\\p030_T10_400ppm_fit\\runtime_config_snapshot.json"", ""sha256"": ""afdf7fa4ab01fe68bdc4c20a29b48eddc668ba3ebb7bb80935d699387c3a3000"", ""size_bytes"": 50343}, ""samples_machine_readable.csv"": {""path"": ""D:\\gas_calibrator\\_handoff\\v1_5_formal_route_real_20260624\\current6_20260624_r10_task_direct_continuous_nowrite\\co2\\p030_T10_400ppm_fit\\samples_machine_readable.csv"", ""sha256"": ""cbc3f9f9fc1c72ae3877684013e453dafd383b935e00898a100904025a4d1761"", ""size_bytes"": 49908}}",True,True,False,False,False,False
D:\gas_calibrator\_handoff\v1_5_formal_route_real_20260624,forbidden_0624_or_migration,D:\gas_calibrator\_handoff\v1_5_formal_route_real_20260624\current6_20260624_r10_task_direct_continuous_nowrite\co2\p031_T10_500ppm_fit,p031_T10_500ppm_fit,co2,forbidden_0624_or_migration,"[""0624_source_forbidden"", ""direct_source_forbidden""]",False,,,,True,True,True,True,6,"{""formal_open_flow_data_quality_by_analyzer.csv"": {""path"": ""D:\\gas_calibrator\\_handoff\\v1_5_formal_route_real_20260624\\current6_20260624_r10_task_direct_continuous_nowrite\\co2\\p031_T10_500ppm_fit\\formal_open_flow_data_quality_by_analyzer.csv"", ""sha256"": ""ebace04986731cc53ca9faa6549efb331fe2b0245f1a879843f91f1b7493f1bd"", ""size_bytes"": 870}, ""formal_open_flow_route_timing.json"": {""path"": ""D:\\gas_calibrator\\_handoff\\v1_5_formal_route_real_20260624\\current6_20260624_r10_task_direct_continuous_nowrite\\co2\\p031_T10_500ppm_fit\\formal_open_flow_route_timing.json"", ""sha256"": ""f08f6fa86b0373ee9ee100a3ad1f6789912e6b2cf243afb39d540a8d042f732b"", ""size_bytes"": 570}, ""formal_open_flow_sidecar_metadata.json"": {""path"": ""D:\\gas_calibrator\\_handoff\\v1_5_formal_route_real_20260624\\current6_20260624_r10_task_direct_continuous_nowrite\\co2\\p031_T10_500ppm_fit\\formal_open_flow_sidecar_metadata.json"", ""sha256"": ""0cb18a26ec4a09ebbb29f9a2a17465297e84bda8c8b1ccb39ba4de6dd7d18728"", ""size_bytes"": 1206}, ""frame_quality_summary.csv"": {""path"": ""D:\\gas_calibrator\\_handoff\\v1_5_formal_route_real_20260624\\current6_20260624_r10_task_direct_continuous_nowrite\\co2\\p031_T10_500ppm_fit\\frame_quality_summary.csv"", ""sha256"": ""3d6cc48a2136684baeab58782b97381e7ec7997577fc412ff7b50c15982b4a44"", ""size_bytes"": 496}, ""runtime_config_snapshot.json"": {""path"": ""D:\\gas_calibrator\\_handoff\\v1_5_formal_route_real_20260624\\current6_20260624_r10_task_direct_continuous_nowrite\\co2\\p031_T10_500ppm_fit\\runtime_config_snapshot.json"", ""sha256"": ""afdf7fa4ab01fe68bdc4c20a29b48eddc668ba3ebb7bb80935d699387c3a3000"", ""size_bytes"": 50343}, ""samples_machine_readable.csv"": {""path"": ""D:\\gas_calibrator\\_handoff\\v1_5_formal_route_real_20260624\\current6_20260624_r10_task_direct_continuous_nowrite\\co2\\p031_T10_500ppm_fit\\samples_machine_readable.csv"", ""sha256"": ""d89c317d9913d57b2037eecc11f0b1e369fe7e030bb895ae8ad94a306b59c7b8"", ""size_bytes"": 49938}}",True,True,False,False,False,False
