component,point_name,point_dir,target_value,anchor_role,accepted_composite_member,label,prefix,analyzer_device_id,grade,ratio_key,ratio_span,ratio_a_tol,ratio_hard_tol,frame_count,usable_ratio_count,required_sample_count,timestamp_count,required_timestamp_count,timestamp_parse_complete,timestamps_strictly_increasing,expected_sample_interval_s,expected_window_duration_s,minimum_window_duration_s,actual_window_duration_s,minimum_observed_interval_s,maximum_observed_interval_s,temporal_window_complete,cadence_warning,temporal_reason_codes,reason,sample_can_enter_calibration_fit,sample_can_enter_diagnostic_model,evidence_run_id,evidence_identity_status,evidence_identity_mode,evidence_identity_reason_codes,evidence_sample_run_ids,evidence_sidecar_run_id,evidence_route_timing_run_id,evidence_runtime_run_id,evidence_claim_run_id,evidence_bundle_sha256,evidence_bundle_member_count,evidence_bundle_manifest_verified,not_real_acceptance_evidence,reference_source_status,reference_source_record_present,reference_source_record_valid,reference_source_reason_codes,reference_asset_id,reference_value_source,reference_source_sha256,source_frame_qc_sha256,source_route_timing_sha256,source_runtime_config_sha256,source_samples_sha256,source_sidecar_sha256,contract_sha256,source_reference_source_sha256,source_hgen_flow_set_sha256,source_humidity_reference_review_sha256,source_point_timing_summary_sha256
co2,p020_Tm20_1000ppm_fit,D:\gas_calibrator\_p9_20260705\co2_6old_0620clean_mature45_g11_Tm20_1000_direct_finalparams\p020_Tm20_1000ppm_fit,1000.0,co2_standard_nonzero_point,True,GA05,ga05,005,A_calibration_eligible,ga05_co2_ratio_f,0.0001,0.0005,0.001,10,10,10,10,10,True,True,1.0,9.0,8.1,9.000999928,0.993000031,1.008000135,True,False,[],within_production_contract,True,True,p020_Tm20_1000ppm_fit,pass,legacy_run_id_consensus,[],['p020_Tm20_1000ppm_fit'],p020_Tm20_1000ppm_fit,p020_Tm20_1000ppm_fit,,,1fa44664350175ee434ad563e075cae499713b8a459bb81cad451896654bcaa4,5,False,True,legacy_not_recorded,False,False,[],,,,005d1e8d98dc69beb90ceec6e82409e053e097bb2f702c39b5acb93734423462,faaa2c0d5df3efdac8a1b50ec22e19d02e57bd37c51bb39cc777139a8db17162,7514bba4fecf4e17a8823455dfc2473e5fa4a6c763fb2e1ffa6c5a605410098e,26e2a7714e526dd76e65749a3151f1d95ddd9780cc8ad7d9c6a37aef9971e7c8,43f9d3c3ef2e0d07b7cef7e160566ab4d657e4409d07c32f82e8985fca295ab3,a87ed84a0dbc1d7cb385d62947d3ada26b20ec8680207989109411c3eaa5bd06,,,,
co2,p020_Tm20_1000ppm_fit,D:\gas_calibrator\_p9_20260705\co2_6old_0620clean_mature45_g11_Tm20_1000_direct_finalparams\p020_Tm20_1000ppm_fit,1000.0,co2_standard_nonzero_point,True,GA06,ga06,090,A_calibration_eligible,ga06_co2_ratio_f,0.0001,0.0005,0.001,10,10,10,10,10,True,True,1.0,9.0,8.1,9.000999928,0.993000031,1.008000135,True,False,[],within_production_contract,True,True,p020_Tm20_1000ppm_fit,pass,legacy_run_id_consensus,[],['p020_Tm20_1000ppm_fit'],p020_Tm20_1000ppm_fit,p020_Tm20_1000ppm_fit,,,1fa44664350175ee434ad563e075cae499713b8a459bb81cad451896654bcaa4,5,False,True,legacy_not_recorded,False,False,[],,,,005d1e8d98dc69beb90ceec6e82409e053e097bb2f702c39b5acb93734423462,faaa2c0d5df3efdac8a1b50ec22e19d02e57bd37c51bb39cc777139a8db17162,7514bba4fecf4e17a8823455dfc2473e5fa4a6c763fb2e1ffa6c5a605410098e,26e2a7714e526dd76e65749a3151f1d95ddd9780cc8ad7d9c6a37aef9971e7c8,43f9d3c3ef2e0d07b7cef7e160566ab4d657e4409d07c32f82e8985fca295ab3,a87ed84a0dbc1d7cb385d62947d3ada26b20ec8680207989109411c3eaa5bd06,,,,
co2,p001_T40_0ppm_fit,D:\gas_calibrator\_p9_20260705\co2_6old_0620clean_mature45_g3_finalparams\p001_T40_0ppm_fit,0.0,co2_zero_gas_low_concentration_anchor,True,GA01,ga01,001,A_calibration_eligible,ga01_co2_ratio_f,0.0,0.0005,0.001,10,10,10,10,10,True,True,1.0,9.0,8.1,9.004000187,0.990999937,1.010000229,True,False,[],within_production_contract,True,True,p001_T40_0ppm_fit,pass,legacy_run_id_consensus,[],['p001_T40_0ppm_fit'],p001_T40_0ppm_fit,p001_T40_0ppm_fit,,,437e48892574a9da257338c56e7cb21666b1243bad12952d48ff44684fe3f0e9,5,False,True,legacy_not_recorded,False,False,[],,,,994b374ecc13334ad13a0d1ea6b8e9f58e62dce139155cb926fce92b79351102,13c891390adc165d91a093f7fe6ddc138e719f728085d16030b757a688409090,e4e15efcc18c6347ccf885ebd7bef6343825a6f2c1802dd62aad6a7b8c704236,c045763fcc4f1baaf24d73b0975415cfe30f47b3d18b37b824b41c465d38d15a,ed2c5221f108aadf8ab56c1b5c07510a1aab26dae1723cec6d6a90e8373a1fc4,a87ed84a0dbc1d7cb385d62947d3ada26b20ec8680207989109411c3eaa5bd06,,,,
co2,p001_T40_0ppm_fit,D:\gas_calibrator\_p9_20260705\co2_6old_0620clean_mature45_g3_finalparams\p001_T40_0ppm_fit,0.0,co2_zero_gas_low_concentration_anchor,True,GA02,ga02,002,A_calibration_eligible,ga02_co2_ratio_f,0.0001,0.0005,0.001,10,10,10,10,10,True,True,1.0,9.0,8.1,9.004000187,0.990999937,1.010000229,True,False,[],within_production_contract,True,True,p001_T40_0ppm_fit,pass,legacy_run_id_consensus,[],['p001_T40_0ppm_fit'],p001_T40_0ppm_fit,p001_T40_0ppm_fit,,,437e48892574a9da257338c56e7cb21666b1243bad12952d48ff44684fe3f0e9,5,False,True,legacy_not_recorded,False,False,[],,,,994b374ecc13334ad13a0d1ea6b8e9f58e62dce139155cb926fce92b79351102,13c891390adc165d91a093f7fe6ddc138e719f728085d16030b757a688409090,e4e15efcc18c6347ccf885ebd7bef6343825a6f2c1802dd62aad6a7b8c704236,c045763fcc4f1baaf24d73b0975415cfe30f47b3d18b37b824b41c465d38d15a,ed2c5221f108aadf8ab56c1b5c07510a1aab26dae1723cec6d6a90e8373a1fc4,a87ed84a0dbc1d7cb385d62947d3ada26b20ec8680207989109411c3eaa5bd06,,,,
co2,p001_T40_0ppm_fit,D:\gas_calibrator\_p9_20260705\co2_6old_0620clean_mature45_g3_finalparams\p001_T40_0ppm_fit,0.0,co2_zero_gas_low_concentration_anchor,True,GA03,ga03,010,A_calibration_eligible,ga03_co2_ratio_f,0.0001,0.0005,0.001,10,10,10,10,10,True,True,1.0,9.0,8.1,9.004000187,0.990999937,1.010000229,True,False,[],within_production_contract,True,True,p001_T40_0ppm_fit,pass,legacy_run_id_consensus,[],['p001_T40_0ppm_fit'],p001_T40_0ppm_fit,p001_T40_0ppm_fit,,,437e48892574a9da257338c56e7cb21666b1243bad12952d48ff44684fe3f0e9,5,False,True,legacy_not_recorded,False,False,[],,,,994b374ecc13334ad13a0d1ea6b8e9f58e62dce139155cb926fce92b79351102,13c891390adc165d91a093f7fe6ddc138e719f728085d16030b757a688409090,e4e15efcc18c6347ccf885ebd7bef6343825a6f2c1802dd62aad6a7b8c704236,c045763fcc4f1baaf24d73b0975415cfe30f47b3d18b37b824b41c465d38d15a,ed2c5221f108aadf8ab56c1b5c07510a1aab26dae1723cec6d6a90e8373a1fc4,a87ed84a0dbc1d7cb385d62947d3ada26b20ec8680207989109411c3eaa5bd06,,,,
co2,p001_T40_0ppm_fit,D:\gas_calibrator\_p9_20260705\co2_6old_0620clean_mature45_g3_finalparams\p001_T40_0ppm_fit,0.0,co2_zero_gas_low_concentration_anchor,True,GA04,ga04,076,A_calibration_eligible,ga04_co2_ratio_f,0.0,0.0005,0.001,10,10,10,10,10,True,True,1.0,9.0,8.1,9.004000187,0.990999937,1.010000229,True,False,[],within_production_contract,True,True,p001_T40_0ppm_fit,pass,legacy_run_id_consensus,[],['p001_T40_0ppm_fit'],p001_T40_0ppm_fit,p001_T40_0ppm_fit,,,437e48892574a9da257338c56e7cb21666b1243bad12952d48ff44684fe3f0e9,5,False,True,legacy_not_recorded,False,False,[],,,,994b374ecc13334ad13a0d1ea6b8e9f58e62dce139155cb926fce92b79351102,13c891390adc165d91a093f7fe6ddc138e719f728085d16030b757a688409090,e4e15efcc18c6347ccf885ebd7bef6343825a6f2c1802dd62aad6a7b8c704236,c045763fcc4f1baaf24d73b0975415cfe30f47b3d18b37b824b41c465d38d15a,ed2c5221f108aadf8ab56c1b5c07510a1aab26dae1723cec6d6a90e8373a1fc4,a87ed84a0dbc1d7cb385d62947d3ada26b20ec8680207989109411c3eaa5bd06,,,,
co2,p001_T40_0ppm_fit,D:\gas_calibrator\_p9_20260705\co2_6old_0620clean_mature45_g3_finalparams\p001_T40_0ppm_fit,0.0,co2_zero_gas_low_concentration_anchor,True,GA05,ga05,005,A_calibration_eligible,ga05_co2_ratio_f,0.0,0.0005,0.001,10,10,10,10,10,True,True,1.0,9.0,8.1,9.004000187,0.990999937,1.010000229,True,False,[],within_production_contract,True,True,p001_T40_0ppm_fit,pass,legacy_run_id_consensus,[],['p001_T40_0ppm_fit'],p001_T40_0ppm_fit,p001_T40_0ppm_fit,,,437e48892574a9da257338c56e7cb21666b1243bad12952d48ff44684fe3f0e9,5,False,True,legacy_not_recorded,False,False,[],,,,994b374ecc13334ad13a0d1ea6b8e9f58e62dce139155cb926fce92b79351102,13c891390adc165d91a093f7fe6ddc138e719f728085d16030b757a688409090,e4e15efcc18c6347ccf885ebd7bef6343825a6f2c1802dd62aad6a7b8c704236,c045763fcc4f1baaf24d73b0975415cfe30f47b3d18b37b824b41c465d38d15a,ed2c5221f108aadf8ab56c1b5c07510a1aab26dae1723cec6d6a90e8373a1fc4,a87ed84a0dbc1d7cb385d62947d3ada26b20ec8680207989109411c3eaa5bd06,,,,
co2,p001_T40_0ppm_fit,D:\gas_calibrator\_p9_20260705\co2_6old_0620clean_mature45_g3_finalparams\p001_T40_0ppm_fit,0.0,co2_zero_gas_low_concentration_anchor,True,GA06,ga06,090,A_calibration_eligible,ga06_co2_ratio_f,0.0002,0.0005,0.001,10,10,10,10,10,True,True,1.0,9.0,8.1,9.004000187,0.990999937,1.010000229,True,False,[],within_production_contract,True,True,p001_T40_0ppm_fit,pass,legacy_run_id_consensus,[],['p001_T40_0ppm_fit'],p001_T40_0ppm_fit,p001_T40_0ppm_fit,,,437e48892574a9da257338c56e7cb21666b1243bad12952d48ff44684fe3f0e9,5,False,True,legacy_not_recorded,False,False,[],,,,994b374ecc13334ad13a0d1ea6b8e9f58e62dce139155cb926fce92b79351102,13c891390adc165d91a093f7fe6ddc138e719f728085d16030b757a688409090,e4e15efcc18c6347ccf885ebd7bef6343825a6f2c1802dd62aad6a7b8c704236,c045763fcc4f1baaf24d73b0975415cfe30f47b3d18b37b824b41c465d38d15a,ed2c5221f108aadf8ab56c1b5c07510a1aab26dae1723cec6d6a90e8373a1fc4,a87ed84a0dbc1d7cb385d62947d3ada26b20ec8680207989109411c3eaa5bd06,,,,
co2,p002_T40_400ppm_fit_retry1,D:\gas_calibrator\_p9_20260705\co2_6old_0620clean_mature45_g3_finalparams\p002_T40_400ppm_fit_retry1,400.0,co2_standard_nonzero_point,True,GA01,ga01,001,A_calibration_eligible,ga01_co2_ratio_f,0.0,0.0005,0.001,10,10,10,10,10,True,True,1.0,9.0,8.1,9.001000166,0.976999998,1.023000002,True,False,[],within_production_contract,True,True,p002_T40_400ppm_fit_retry1,pass,legacy_run_id_consensus,[],['p002_T40_400ppm_fit_retry1'],p002_T40_400ppm_fit_retry1,p002_T40_400ppm_fit_retry1,,,ff273664afe80b78e96bb3d928d85bd049601c4ebee05f496de5813ecdd78cba,5,False,True,legacy_not_recorded,False,False,[],,,,d0550a50569ce55c7b17852f7a00b9e589c58e409d97c62a16af83ce980378a6,e5a635f727c155e46ee3091a29f60c34ff365888452aca09c84eb9c89cea3b84,e4e15efcc18c6347ccf885ebd7bef6343825a6f2c1802dd62aad6a7b8c704236,61cc7d4e32f1534097fb6825fb56c03a464f2da7b841f81a0550b3c245d7b222,9e1129d065e71360ce0de79957d22c8eaa2c745226c65d8b7fcc5919eea278d1,a87ed84a0dbc1d7cb385d62947d3ada26b20ec8680207989109411c3eaa5bd06,,,,
co2,p002_T40_400ppm_fit_retry1,D:\gas_calibrator\_p9_20260705\co2_6old_0620clean_mature45_g3_finalparams\p002_T40_400ppm_fit_retry1,400.0,co2_standard_nonzero_point,True,GA02,ga02,002,A_calibration_eligible,ga02_co2_ratio_f,0.0,0.0005,0.001,10,10,10,10,10,True,True,1.0,9.0,8.1,9.001000166,0.976999998,1.023000002,True,False,[],within_production_contract,True,True,p002_T40_400ppm_fit_retry1,pass,legacy_run_id_consensus,[],['p002_T40_400ppm_fit_retry1'],p002_T40_400ppm_fit_retry1,p002_T40_400ppm_fit_retry1,,,ff273664afe80b78e96bb3d928d85bd049601c4ebee05f496de5813ecdd78cba,5,False,True,legacy_not_recorded,False,False,[],,,,d0550a50569ce55c7b17852f7a00b9e589c58e409d97c62a16af83ce980378a6,e5a635f727c155e46ee3091a29f60c34ff365888452aca09c84eb9c89cea3b84,e4e15efcc18c6347ccf885ebd7bef6343825a6f2c1802dd62aad6a7b8c704236,61cc7d4e32f1534097fb6825fb56c03a464f2da7b841f81a0550b3c245d7b222,9e1129d065e71360ce0de79957d22c8eaa2c745226c65d8b7fcc5919eea278d1,a87ed84a0dbc1d7cb385d62947d3ada26b20ec8680207989109411c3eaa5bd06,,,,
