root_key,role,path,size_bytes,sha256
mature_0620_legacy_ratio:co2,point_sidecar,D:\gas_calibrator\_handoff\v1_5_formal_route_real_20260624\current6_20260624_r10_task_direct_continuous_nowrite\co2\p007_T30_300ppm_fit\formal_open_flow_sidecar_metadata.json,1206,a1f99039d8dab4db43b06da671dd21c905738a47882039b6fcdff26aa1565a9c
mature_0620_legacy_ratio:co2,point_samples,D:\gas_calibrator\_handoff\v1_5_formal_route_real_20260624\current6_20260624_r10_task_direct_continuous_nowrite\co2\p007_T30_300ppm_fit\samples_machine_readable.csv,49904,0ff6cbb38ba40a8f25b3427dfbf2d2d479c2884a78b919ebd462ce33f44e82b6
mature_0620_legacy_ratio:co2,point_component_quality,D:\gas_calibrator\_handoff\v1_5_formal_route_real_20260624\current6_20260624_r10_task_direct_continuous_nowrite\co2\p007_T30_300ppm_fit\formal_open_flow_data_quality_by_analyzer.csv,881,606669bdae6eaf0999ffa27628cf6a396e73d3b23cc4b8814dc8c570ca59c19e
mature_0620_legacy_ratio:co2,point_sidecar,D:\gas_calibrator\_handoff\v1_5_formal_route_real_20260624\current6_20260624_r10_task_direct_continuous_nowrite\co2\p008_T30_400ppm_fit\formal_open_flow_sidecar_metadata.json,1204,17179eab00b2732310934e288a82d518e36ad9ad716f8e4d924ed064c83b630f
mature_0620_legacy_ratio:co2,point_samples,D:\gas_calibrator\_handoff\v1_5_formal_route_real_20260624\current6_20260624_r10_task_direct_continuous_nowrite\co2\p008_T30_400ppm_fit\samples_machine_readable.csv,49931,c347d8c604410c4b5db184b439e42a0942c13cf812bf182a3e564469a814b778
mature_0620_legacy_ratio:co2,point_component_quality,D:\gas_calibrator\_handoff\v1_5_formal_route_real_20260624\current6_20260624_r10_task_direct_continuous_nowrite\co2\p008_T30_400ppm_fit\formal_open_flow_data_quality_by_analyzer.csv,907,e264d0f43845f4cb34bedfd94a6222b6036062cedeac403794c1ae8328718c8d
mature_0620_legacy_ratio:co2,point_sidecar,D:\gas_calibrator\_handoff\v1_5_formal_route_real_20260624\current6_20260624_r10_task_direct_continuous_nowrite\co2\p009_T30_500ppm_fit\formal_open_flow_sidecar_metadata.json,1206,ab50d853930fa2be783a40d8effc8e75224b7323441d2f1dd727f57aedda2538
mature_0620_legacy_ratio:co2,point_samples,D:\gas_calibrator\_handoff\v1_5_formal_route_real_20260624\current6_20260624_r10_task_direct_continuous_nowrite\co2\p009_T30_500ppm_fit\samples_machine_readable.csv,49938,4a880a0d4269f3d67f771a73910bb9a7914840129fd890543bbf5bdd80d14fff
mature_0620_legacy_ratio:co2,point_component_quality,D:\gas_calibrator\_handoff\v1_5_formal_route_real_20260624\current6_20260624_r10_task_direct_continuous_nowrite\co2\p009_T30_500ppm_fit\formal_open_flow_data_quality_by_analyzer.csv,873,412bdd63eb99f5aaa4a11d055047a5533c5481da6325e49eb5469792177aa451
mature_0620_legacy_ratio:co2,point_sidecar,D:\gas_calibrator\_handoff\v1_5_formal_route_real_20260624\current6_20260624_r10_task_direct_continuous_nowrite\co2\p010_T30_600ppm_fit\formal_open_flow_sidecar_metadata.json,1204,271fde6662821bf219e5009e3e72a0314057867e167d328af19cf0f8bd1b0f18
mature_0620_legacy_ratio:co2,point_samples,D:\gas_calibrator\_handoff\v1_5_formal_route_real_20260624\current6_20260624_r10_task_direct_continuous_nowrite\co2\p010_T30_600ppm_fit\samples_machine_readable.csv,49894,6b12390612d3294297103800dbf517af92695e15024f7eca723ec8ec04db042a
mature_0620_legacy_ratio:co2,point_component_quality,D:\gas_calibrator\_handoff\v1_5_formal_route_real_20260624\current6_20260624_r10_task_direct_continuous_nowrite\co2\p010_T30_600ppm_fit\formal_open_flow_data_quality_by_analyzer.csv,908,a0564fb6e7eb76c7c58676fc044fd7923d08a0b17d3701ec100d430def9dd958
mature_0620_legacy_ratio:co2,point_sidecar,D:\gas_calibrator\_handoff\v1_5_formal_route_real_20260624\current6_20260624_r10_task_direct_continuous_nowrite\co2\p011_T30_700ppm_fit\formal_open_flow_sidecar_metadata.json,1206,05b13faa1ff6cd0ee8f2789ec8e1e3c31090da50819fa7de7ab58f279250de98
mature_0620_legacy_ratio:co2,point_samples,D:\gas_calibrator\_handoff\v1_5_formal_route_real_20260624\current6_20260624_r10_task_direct_continuous_nowrite\co2\p011_T30_700ppm_fit\samples_machine_readable.csv,49928,74df18b6c79754de8f9bfea183886b7d0bc79203315b4061911d1d1f929f5cde
mature_0620_legacy_ratio:co2,point_component_quality,D:\gas_calibrator\_handoff\v1_5_formal_route_real_20260624\current6_20260624_r10_task_direct_continuous_nowrite\co2\p011_T30_700ppm_fit\formal_open_flow_data_quality_by_analyzer.csv,907,3f629131889058716225d41837567958997d8f00a852e7e3a8cb0c9fd680cb2d
mature_0620_legacy_ratio:co2,point_sidecar,D:\gas_calibrator\_handoff\v1_5_formal_route_real_20260624\current6_20260624_r10_task_direct_continuous_nowrite\co2\p012_T30_800ppm_fit\formal_open_flow_sidecar_metadata.json,1204,826e5a8baf91b5cbea4b9a57b30f93416904023b961aaa1adb08ecc166f2789f
mature_0620_legacy_ratio:co2,point_samples,D:\gas_calibrator\_handoff\v1_5_formal_route_real_20260624\current6_20260624_r10_task_direct_continuous_nowrite\co2\p012_T30_800ppm_fit\samples_machine_readable.csv,49922,6232eab76c56688d6d17c65553cea7b8b80de231705fee311c3924f037dc0155
mature_0620_legacy_ratio:co2,point_component_quality,D:\gas_calibrator\_handoff\v1_5_formal_route_real_20260624\current6_20260624_r10_task_direct_continuous_nowrite\co2\p012_T30_800ppm_fit\formal_open_flow_data_quality_by_analyzer.csv,870,0890a2e8b146e9381c0d63c41c1aaa6b3722acc8d97ab5993ebf18aca97dcd7c
mature_0620_legacy_ratio:co2,point_sidecar,D:\gas_calibrator\_handoff\v1_5_formal_route_real_20260624\current6_20260624_r10_task_direct_continuous_nowrite\co2\p013_T30_900ppm_fit\formal_open_flow_sidecar_metadata.json,1206,c7981d091bc789fa87531f52d1702efc6884d823caaf0e5707e2d0cbf186ee1c
mature_0620_legacy_ratio:co2,point_samples,D:\gas_calibrator\_handoff\v1_5_formal_route_real_20260624\current6_20260624_r10_task_direct_continuous_nowrite\co2\p013_T30_900ppm_fit\samples_machine_readable.csv,49978,377f382c73fa49c88612875c53fe3606622bdb23e1de843bf4fe10986c81c14e
mature_0620_legacy_ratio:co2,point_component_quality,D:\gas_calibrator\_handoff\v1_5_formal_route_real_20260624\current6_20260624_r10_task_direct_continuous_nowrite\co2\p013_T30_900ppm_fit\formal_open_flow_data_quality_by_analyzer.csv,944,658785dfac125a89f23e898ce239a66a3f03820fa46b2a830658577b952d5f6c
mature_0620_legacy_ratio:co2,point_sidecar,D:\gas_calibrator\_handoff\v1_5_formal_route_real_20260624\current6_20260624_r10_task_direct_continuous_nowrite\co2\p014_T30_1000ppm_fit\formal_open_flow_sidecar_metadata.json,1206,344b41a2c6de67eb306c23351204ad7c1d6c2996233ce9ee40553528c78b9b89
mature_0620_legacy_ratio:co2,point_samples,D:\gas_calibrator\_handoff\v1_5_formal_route_real_20260624\current6_20260624_r10_task_direct_continuous_nowrite\co2\p014_T30_1000ppm_fit\samples_machine_readable.csv,50009,22843efa3dd09289bfb6a8faf35101611d402a9a0535b200e9c756f9b1c8ef20
mature_0620_legacy_ratio:co2,point_component_quality,D:\gas_calibrator\_handoff\v1_5_formal_route_real_20260624\current6_20260624_r10_task_direct_continuous_nowrite\co2\p014_T30_1000ppm_fit\formal_open_flow_data_quality_by_analyzer.csv,869,c4f8a74e8063a292b2bb4fada4cbc84afc6706478d6ac418450d1da543caacc4
mature_0620_legacy_ratio:co2,point_sidecar,D:\gas_calibrator\_handoff\v1_5_formal_route_real_20260624\current6_20260624_r10_task_direct_continuous_nowrite\co2\p015_T20_0ppm_fit\formal_open_flow_sidecar_metadata.json,1200,7415ebff754d0a2b7bcddbeb112ecc18ef7fef2fe4e5204b389846e1f7ac73d0
mature_0620_legacy_ratio:co2,point_samples,D:\gas_calibrator\_handoff\v1_5_formal_route_real_20260624\current6_20260624_r10_task_direct_continuous_nowrite\co2\p015_T20_0ppm_fit\samples_machine_readable.csv,49722,a26fe95a9b5e30aa6d53ce301a66fd3dd9e193e4f8d60782d4716129307a9516
mature_0620_legacy_ratio:co2,point_component_quality,D:\gas_calibrator\_handoff\v1_5_formal_route_real_20260624\current6_20260624_r10_task_direct_continuous_nowrite\co2\p015_T20_0ppm_fit\formal_open_flow_data_quality_by_analyzer.csv,928,9fb6bfb02f3330d135eba06a8b4cf6395caf355fe65d90c70ae1d15d0ee20265
mature_0620_legacy_ratio:co2,point_sidecar,D:\gas_calibrator\_handoff\v1_5_formal_route_real_20260624\current6_20260624_r10_task_direct_continuous_nowrite\co2\p016_T20_100ppm_fit\formal_open_flow_sidecar_metadata.json,1206,78810c1e3bda84ea195032022327ff6cc0f47b05574735074e81f170d52e011f
mature_0620_legacy_ratio:co2,point_samples,D:\gas_calibrator\_handoff\v1_5_formal_route_real_20260624\current6_20260624_r10_task_direct_continuous_nowrite\co2\p016_T20_100ppm_fit\samples_machine_readable.csv,49908,317170dd825631747b1846b4608f3bb1a0efa0bc830d02533703b6983802266a
mature_0620_legacy_ratio:co2,point_component_quality,D:\gas_calibrator\_handoff\v1_5_formal_route_real_20260624\current6_20260624_r10_task_direct_continuous_nowrite\co2\p016_T20_100ppm_fit\formal_open_flow_data_quality_by_analyzer.csv,906,996bc387998518081b4abe773a49ab3654d43916200dab093c6512e19734d337
mature_0620_legacy_ratio:co2,point_sidecar,D:\gas_calibrator\_handoff\v1_5_formal_route_real_20260624\current6_20260624_r10_task_direct_continuous_nowrite\co2\p017_T20_200ppm_fit\formal_open_flow_sidecar_metadata.json,1204,fc5be651750678203101bd7a0dd6ade9d05a3e094d487ac7dfb0a0fbeb736f2a
mature_0620_legacy_ratio:co2,point_samples,D:\gas_calibrator\_handoff\v1_5_formal_route_real_20260624\current6_20260624_r10_task_direct_continuous_nowrite\co2\p017_T20_200ppm_fit\samples_machine_readable.csv,49923,04a7789de16eb0d3f19ec84b4cb4ba8fe8326bb5cbce375c968f0d16e8e89e25
mature_0620_legacy_ratio:co2,point_component_quality,D:\gas_calibrator\_handoff\v1_5_formal_route_real_20260624\current6_20260624_r10_task_direct_continuous_nowrite\co2\p017_T20_200ppm_fit\formal_open_flow_data_quality_by_analyzer.csv,907,bfc49a806e3d3d42b7e77d367d5dbffa36e8916b5dd1d900696757f77b722296
mature_0620_legacy_ratio:co2,point_sidecar,D:\gas_calibrator\_handoff\v1_5_formal_route_real_20260624\current6_20260624_r10_task_direct_continuous_nowrite\co2\p018_T20_300ppm_fit\formal_open_flow_sidecar_metadata.json,1206,45f92f96213065c97d21133a2a932fd331f2d93cfc6f2f06a96f337e5cca7db4
mature_0620_legacy_ratio:co2,point_samples,D:\gas_calibrator\_handoff\v1_5_formal_route_real_20260624\current6_20260624_r10_task_direct_continuous_nowrite\co2\p018_T20_300ppm_fit\samples_machine_readable.csv,49876,b89a6c23bacd98931586b98e0a4e962d645531302933b13ad9f622f6bfa7c546
mature_0620_legacy_ratio:co2,point_component_quality,D:\gas_calibrator\_handoff\v1_5_formal_route_real_20260624\current6_20260624_r10_task_direct_continuous_nowrite\co2\p018_T20_300ppm_fit\formal_open_flow_data_quality_by_analyzer.csv,881,69c9c5be13153d52c527f98d4fea759055f037215282cf91336e250797fa5350
mature_0620_legacy_ratio:co2,point_sidecar,D:\gas_calibrator\_handoff\v1_5_formal_route_real_20260624\current6_20260624_r10_task_direct_continuous_nowrite\co2\p019_T20_400ppm_fit\formal_open_flow_sidecar_metadata.json,1204,502d93adaca05ed063d4831a43c8d989ad94edd16f7d3def7d0e1dafc16bd5f0
mature_0620_legacy_ratio:co2,point_samples,D:\gas_calibrator\_handoff\v1_5_formal_route_real_20260624\current6_20260624_r10_task_direct_continuous_nowrite\co2\p019_T20_400ppm_fit\samples_machine_readable.csv,49910,f59c3b9b618d96e8bf57c49fa10895a23d31b9f881241fc67bc57d2fba9ff81b
mature_0620_legacy_ratio:co2,point_component_quality,D:\gas_calibrator\_handoff\v1_5_formal_route_real_20260624\current6_20260624_r10_task_direct_continuous_nowrite\co2\p019_T20_400ppm_fit\formal_open_flow_data_quality_by_analyzer.csv,892,165e87fcbab9250488dfd39fc2a6cb9b86aadd2218a99143ca6aa5b745282686
mature_0620_legacy_ratio:co2,point_sidecar,D:\gas_calibrator\_handoff\v1_5_formal_route_real_20260624\current6_20260624_r10_task_direct_continuous_nowrite\co2\p020_T20_500ppm_fit\formal_open_flow_sidecar_metadata.json,1206,e3469575a21cdee3ad35bcd432392b0d7168742768fdcba6aa7dd90338d80447
mature_0620_legacy_ratio:co2,point_samples,D:\gas_calibrator\_handoff\v1_5_formal_route_real_20260624\current6_20260624_r10_task_direct_continuous_nowrite\co2\p020_T20_500ppm_fit\samples_machine_readable.csv,49930,2d7a520f0531c7548343a78cb09c0dc88409b8f7ef48eeff3e0c09c29d98639c
mature_0620_legacy_ratio:co2,point_component_quality,D:\gas_calibrator\_handoff\v1_5_formal_route_real_20260624\current6_20260624_r10_task_direct_continuous_nowrite\co2\p020_T20_500ppm_fit\formal_open_flow_data_quality_by_analyzer.csv,871,ef1fecf5d77566c44edc435013f86950a257876eed90c0927ebd838b0bd6ee97
mature_0620_legacy_ratio:co2,point_sidecar,D:\gas_calibrator\_handoff\v1_5_formal_route_real_20260624\current6_20260624_r10_task_direct_continuous_nowrite\co2\p021_T20_600ppm_fit\formal_open_flow_sidecar_metadata.json,1204,72e521b505db553f7c30ea13f069b1449119479b9fc318cc9986ff9755757463
mature_0620_legacy_ratio:co2,point_samples,D:\gas_calibrator\_handoff\v1_5_formal_route_real_20260624\current6_20260624_r10_task_direct_continuous_nowrite\co2\p021_T20_600ppm_fit\samples_machine_readable.csv,49950,81e00cfe6978d6a63ac05e257cb06e0ed0521e2142c4c7750d783c6dc1a16261
mature_0620_legacy_ratio:co2,point_component_quality,D:\gas_calibrator\_handoff\v1_5_formal_route_real_20260624\current6_20260624_r10_task_direct_continuous_nowrite\co2\p021_T20_600ppm_fit\formal_open_flow_data_quality_by_analyzer.csv,944,a3ff04b59f542d12a09179896cbc8918760748d20b6f081be9177d6c9fd7d2ed
mature_0620_legacy_ratio:co2,point_sidecar,D:\gas_calibrator\_handoff\v1_5_formal_route_real_20260624\current6_20260624_r10_task_direct_continuous_nowrite\co2\p022_T20_700ppm_fit\formal_open_flow_sidecar_metadata.json,1206,cf9e3a1fcb820b00a2bb18e3287e8d20794dd9bc35fe471959bb92f1cd065f8a
mature_0620_legacy_ratio:co2,point_samples,D:\gas_calibrator\_handoff\v1_5_formal_route_real_20260624\current6_20260624_r10_task_direct_continuous_nowrite\co2\p022_T20_700ppm_fit\samples_machine_readable.csv,49918,e2098437b894347cc92c99fe2ceebc9b52bc564aee7e87e3321f36be98656a55
mature_0620_legacy_ratio:co2,point_component_quality,D:\gas_calibrator\_handoff\v1_5_formal_route_real_20260624\current6_20260624_r10_task_direct_continuous_nowrite\co2\p022_T20_700ppm_fit\formal_open_flow_data_quality_by_analyzer.csv,853,3a2c66cad7cdb83b63422c9aa442456ef4f03deb7152f9e3946a604bbe6da47f
mature_0620_legacy_ratio:co2,point_sidecar,D:\gas_calibrator\_handoff\v1_5_formal_route_real_20260624\current6_20260624_r10_task_direct_continuous_nowrite\co2\p023_T20_800ppm_fit\formal_open_flow_sidecar_metadata.json,1204,3424f48023f0680db55c5171ccc03b52410e68d64d310fcfd32c7b77a7fd774e
mature_0620_legacy_ratio:co2,point_samples,D:\gas_calibrator\_handoff\v1_5_formal_route_real_20260624\current6_20260624_r10_task_direct_continuous_nowrite\co2\p023_T20_800ppm_fit\samples_machine_readable.csv,49921,993e03c10f1af92caa437d52848c0ea2243cfdec0bf6ddf5de67620459382628
mature_0620_legacy_ratio:co2,point_component_quality,D:\gas_calibrator\_handoff\v1_5_formal_route_real_20260624\current6_20260624_r10_task_direct_continuous_nowrite\co2\p023_T20_800ppm_fit\formal_open_flow_data_quality_by_analyzer.csv,905,5892f34e991c9326ff835ef2b35784cbb78dbc7c03211e9915330070c334ec9c
mature_0620_legacy_ratio:co2,point_sidecar,D:\gas_calibrator\_handoff\v1_5_formal_route_real_20260624\current6_20260624_r10_task_direct_continuous_nowrite\co2\p024_T20_900ppm_fit\formal_open_flow_sidecar_metadata.json,1206,5833eea8b301898e9feae3a7e49129d6e13d58f0d1ed97e3acea31ccf96bacd7
mature_0620_legacy_ratio:co2,point_samples,D:\gas_calibrator\_handoff\v1_5_formal_route_real_20260624\current6_20260624_r10_task_direct_continuous_nowrite\co2\p024_T20_900ppm_fit\samples_machine_readable.csv,49931,cb8103f86b9bf398b0b77835538a5cec810c5c2436700cf91c467623f69b1fc4
mature_0620_legacy_ratio:co2,point_component_quality,D:\gas_calibrator\_handoff\v1_5_formal_route_real_20260624\current6_20260624_r10_task_direct_continuous_nowrite\co2\p024_T20_900ppm_fit\formal_open_flow_data_quality_by_analyzer.csv,854,56c1ca3cca2a920780a814c194c177f2568a13a98c8a4b52a234309aca9a555a
mature_0620_legacy_ratio:co2,point_sidecar,D:\gas_calibrator\_handoff\v1_5_formal_route_real_20260624\current6_20260624_r10_task_direct_continuous_nowrite\co2\p025_T20_1000ppm_fit\formal_open_flow_sidecar_metadata.json,1206,cd6cfe1e017237976e7766512110585d5c690fad000b3c2a07bf3952354890c6
mature_0620_legacy_ratio:co2,point_samples,D:\gas_calibrator\_handoff\v1_5_formal_route_real_20260624\current6_20260624_r10_task_direct_continuous_nowrite\co2\p025_T20_1000ppm_fit\samples_machine_readable.csv,49900,97fc7d0bbb8920aa4b5b0ab26bf4621ed08b9d57799331d8f0fd085b588b3397
mature_0620_legacy_ratio:co2,point_component_quality,D:\gas_calibrator\_handoff\v1_5_formal_route_real_20260624\current6_20260624_r10_task_direct_continuous_nowrite\co2\p025_T20_1000ppm_fit\formal_open_flow_data_quality_by_analyzer.csv,908,a8285b2ecba2ed1299c9873cab61f685b4aead4dc92b938e5fe0f013c5e71f82
mature_0620_legacy_ratio:co2,point_sidecar,D:\gas_calibrator\_handoff\v1_5_formal_route_real_20260624\current6_20260624_r10_task_direct_continuous_nowrite\co2\p026_T10_0ppm_fit\formal_open_flow_sidecar_metadata.json,1200,201f08d306e848193c246ed68ce6933479a5999bc444214efb67d21b2c1d2d32
mature_0620_legacy_ratio:co2,point_samples,D:\gas_calibrator\_handoff\v1_5_formal_route_real_20260624\current6_20260624_r10_task_direct_continuous_nowrite\co2\p026_T10_0ppm_fit\samples_machine_readable.csv,49677,fd2eab20271ad81ae5a75ff8be68158ba8dc7dff288db2ca9abe40ac62176ec6
mature_0620_legacy_ratio:co2,point_component_quality,D:\gas_calibrator\_handoff\v1_5_formal_route_real_20260624\current6_20260624_r10_task_direct_continuous_nowrite\co2\p026_T10_0ppm_fit\formal_open_flow_data_quality_by_analyzer.csv,961,6c4d4849d2d5c63cbd504ad8da4da3c43bfed655c75ac82db1a72ffe953ea1a6
mature_0620_legacy_ratio:co2,point_sidecar,D:\gas_calibrator\_handoff\v1_5_formal_route_real_20260624\current6_20260624_r10_task_direct_continuous_nowrite\co2\p027_T10_100ppm_fit\formal_open_flow_sidecar_metadata.json,1206,1fd93febf14485e4cc98d5f91e9d2341733162d9cf4e097f7d56e89340561f0d
mature_0620_legacy_ratio:co2,point_samples,D:\gas_calibrator\_handoff\v1_5_formal_route_real_20260624\current6_20260624_r10_task_direct_continuous_nowrite\co2\p027_T10_100ppm_fit\samples_machine_readable.csv,49836,2eb3739c9e7f877ccc91f0c9092c95c83837637bf7a9d4a100dce6db6f479428
mature_0620_legacy_ratio:co2,point_component_quality,D:\gas_calibrator\_handoff\v1_5_formal_route_real_20260624\current6_20260624_r10_task_direct_continuous_nowrite\co2\p027_T10_100ppm_fit\formal_open_flow_data_quality_by_analyzer.csv,873,6e010d660e06ab00b3109a4875695d746a8fd7a6227d1ab6710e3ab7da85827c
mature_0620_legacy_ratio:co2,point_sidecar,D:\gas_calibrator\_handoff\v1_5_formal_route_real_20260624\current6_20260624_r10_task_direct_continuous_nowrite\co2\p028_T10_200ppm_fit\formal_open_flow_sidecar_metadata.json,1204,70e9f956040bbc7c3434305f0f343076f9d4e88c27e1d4b819b30cdb44339102
mature_0620_legacy_ratio:co2,point_samples,D:\gas_calibrator\_handoff\v1_5_formal_route_real_20260624\current6_20260624_r10_task_direct_continuous_nowrite\co2\p028_T10_200ppm_fit\samples_machine_readable.csv,49886,b2ae2992b93c70e6e71f7199756bb96c437244db480951ebd987b6272201d5d8
mature_0620_legacy_ratio:co2,point_component_quality,D:\gas_calibrator\_handoff\v1_5_formal_route_real_20260624\current6_20260624_r10_task_direct_continuous_nowrite\co2\p028_T10_200ppm_fit\formal_open_flow_data_quality_by_analyzer.csv,890,e970d0a3d9345854e38b41d454cf38077922cddee78d9c21a6a2d3de64c5b1da
mature_0620_legacy_ratio:co2,point_sidecar,D:\gas_calibrator\_handoff\v1_5_formal_route_real_20260624\current6_20260624_r10_task_direct_continuous_nowrite\co2\p029_T10_300ppm_fit\formal_open_flow_sidecar_metadata.json,1206,cb84930b0658db34803f08e23ad6937e6969358a717994b6e68cd105accf6c18
