root_key,family_id,route_kind,root_path,code,detail
new_algorithm_shadow_run:co2,new_algorithm_shadow_run,co2,D:\gas_calibrator\_worktrees\v1_5_fixed_wait_window_gate_1aee26d_clean\_handoff\new_algo_001_init_20260627\formal\co2_open_flow_0620_mature_20260627_r1\co2_r2,queue_point_count_mismatch,expected=47;observed=39
new_algorithm_shadow_run:co2,new_algorithm_shadow_run,co2,D:\gas_calibrator\_worktrees\v1_5_fixed_wait_window_gate_1aee26d_clean\_handoff\new_algo_001_init_20260627\formal\co2_open_flow_0620_mature_20260627_r1\co2_r2,queue_point_set_or_uniqueness_mismatch,
new_algorithm_shadow_run:co2,new_algorithm_shadow_run,co2,D:\gas_calibrator\_worktrees\v1_5_fixed_wait_window_gate_1aee26d_clean\_handoff\new_algo_001_init_20260627\formal\co2_open_flow_0620_mature_20260627_r1\co2_r2,queue_point_not_ok,p017_T20_200ppm_fit
new_algorithm_shadow_run:co2,new_algorithm_shadow_run,co2,D:\gas_calibrator\_worktrees\v1_5_fixed_wait_window_gate_1aee26d_clean\_handoff\new_algo_001_init_20260627\formal\co2_open_flow_0620_mature_20260627_r1\co2_r2,queue_summary_not_closed_clean_nowrite,
new_algorithm_shadow_run:co2,new_algorithm_shadow_run,co2,D:\gas_calibrator\_worktrees\v1_5_fixed_wait_window_gate_1aee26d_clean\_handoff\new_algo_001_init_20260627\formal\co2_open_flow_0620_mature_20260627_r1\co2_r2,formal_route_readiness_not_pass,
new_algorithm_shadow_run:co2,new_algorithm_shadow_run,co2,D:\gas_calibrator\_worktrees\v1_5_fixed_wait_window_gate_1aee26d_clean\_handoff\new_algo_001_init_20260627\formal\co2_open_flow_0620_mature_20260627_r1\co2_r2,point_component_quality_missing,p001_T40_0ppm_fit
new_algorithm_shadow_run:co2,new_algorithm_shadow_run,co2,D:\gas_calibrator\_worktrees\v1_5_fixed_wait_window_gate_1aee26d_clean\_handoff\new_algo_001_init_20260627\formal\co2_open_flow_0620_mature_20260627_r1\co2_r2,point_component_quality_missing,p002_T40_400ppm_fit
new_algorithm_shadow_run:co2,new_algorithm_shadow_run,co2,D:\gas_calibrator\_worktrees\v1_5_fixed_wait_window_gate_1aee26d_clean\_handoff\new_algo_001_init_20260627\formal\co2_open_flow_0620_mature_20260627_r1\co2_r2,point_component_quality_missing,p003_T40_1000ppm_fit
new_algorithm_shadow_run:co2,new_algorithm_shadow_run,co2,D:\gas_calibrator\_worktrees\v1_5_fixed_wait_window_gate_1aee26d_clean\_handoff\new_algo_001_init_20260627\formal\co2_open_flow_0620_mature_20260627_r1\co2_r2,point_component_quality_missing,p004_T30_0ppm_fit
new_algorithm_shadow_run:co2,new_algorithm_shadow_run,co2,D:\gas_calibrator\_worktrees\v1_5_fixed_wait_window_gate_1aee26d_clean\_handoff\new_algo_001_init_20260627\formal\co2_open_flow_0620_mature_20260627_r1\co2_r2,point_component_quality_missing,p005_T30_100ppm_fit
new_algorithm_shadow_run:co2,new_algorithm_shadow_run,co2,D:\gas_calibrator\_worktrees\v1_5_fixed_wait_window_gate_1aee26d_clean\_handoff\new_algo_001_init_20260627\formal\co2_open_flow_0620_mature_20260627_r1\co2_r2,point_component_quality_missing,p006_T30_200ppm_fit
new_algorithm_shadow_run:co2,new_algorithm_shadow_run,co2,D:\gas_calibrator\_worktrees\v1_5_fixed_wait_window_gate_1aee26d_clean\_handoff\new_algo_001_init_20260627\formal\co2_open_flow_0620_mature_20260627_r1\co2_r2,point_component_quality_missing,p007_T30_300ppm_fit
new_algorithm_shadow_run:co2,new_algorithm_shadow_run,co2,D:\gas_calibrator\_worktrees\v1_5_fixed_wait_window_gate_1aee26d_clean\_handoff\new_algo_001_init_20260627\formal\co2_open_flow_0620_mature_20260627_r1\co2_r2,point_component_quality_missing,p008_T30_400ppm_fit
new_algorithm_shadow_run:co2,new_algorithm_shadow_run,co2,D:\gas_calibrator\_worktrees\v1_5_fixed_wait_window_gate_1aee26d_clean\_handoff\new_algo_001_init_20260627\formal\co2_open_flow_0620_mature_20260627_r1\co2_r2,point_component_quality_missing,p009_T30_500ppm_fit
new_algorithm_shadow_run:co2,new_algorithm_shadow_run,co2,D:\gas_calibrator\_worktrees\v1_5_fixed_wait_window_gate_1aee26d_clean\_handoff\new_algo_001_init_20260627\formal\co2_open_flow_0620_mature_20260627_r1\co2_r2,point_component_quality_missing,p010_T30_600ppm_fit
new_algorithm_shadow_run:co2,new_algorithm_shadow_run,co2,D:\gas_calibrator\_worktrees\v1_5_fixed_wait_window_gate_1aee26d_clean\_handoff\new_algo_001_init_20260627\formal\co2_open_flow_0620_mature_20260627_r1\co2_r2,point_component_quality_missing,p011_T30_700ppm_fit
new_algorithm_shadow_run:co2,new_algorithm_shadow_run,co2,D:\gas_calibrator\_worktrees\v1_5_fixed_wait_window_gate_1aee26d_clean\_handoff\new_algo_001_init_20260627\formal\co2_open_flow_0620_mature_20260627_r1\co2_r2,point_component_quality_missing,p012_T30_800ppm_fit
new_algorithm_shadow_run:co2,new_algorithm_shadow_run,co2,D:\gas_calibrator\_worktrees\v1_5_fixed_wait_window_gate_1aee26d_clean\_handoff\new_algo_001_init_20260627\formal\co2_open_flow_0620_mature_20260627_r1\co2_r2,point_component_quality_missing,p013_T30_900ppm_fit
new_algorithm_shadow_run:co2,new_algorithm_shadow_run,co2,D:\gas_calibrator\_worktrees\v1_5_fixed_wait_window_gate_1aee26d_clean\_handoff\new_algo_001_init_20260627\formal\co2_open_flow_0620_mature_20260627_r1\co2_r2,point_component_quality_missing,p014_T30_1000ppm_fit
new_algorithm_shadow_run:co2,new_algorithm_shadow_run,co2,D:\gas_calibrator\_worktrees\v1_5_fixed_wait_window_gate_1aee26d_clean\_handoff\new_algo_001_init_20260627\formal\co2_open_flow_0620_mature_20260627_r1\co2_r2,point_component_quality_missing,p015_T20_0ppm_fit
new_algorithm_shadow_run:co2,new_algorithm_shadow_run,co2,D:\gas_calibrator\_worktrees\v1_5_fixed_wait_window_gate_1aee26d_clean\_handoff\new_algo_001_init_20260627\formal\co2_open_flow_0620_mature_20260627_r1\co2_r2,point_component_quality_missing,p016_T20_100ppm_fit
new_algorithm_shadow_run:co2,new_algorithm_shadow_run,co2,D:\gas_calibrator\_worktrees\v1_5_fixed_wait_window_gate_1aee26d_clean\_handoff\new_algo_001_init_20260627\formal\co2_open_flow_0620_mature_20260627_r1\co2_r2,point_samples_missing,p017_T20_200ppm_fit
new_algorithm_shadow_run:co2,new_algorithm_shadow_run,co2,D:\gas_calibrator\_worktrees\v1_5_fixed_wait_window_gate_1aee26d_clean\_handoff\new_algo_001_init_20260627\formal\co2_open_flow_0620_mature_20260627_r1\co2_r2,point_component_quality_missing,p017_T20_200ppm_fit
new_algorithm_shadow_run:co2,new_algorithm_shadow_run,co2,D:\gas_calibrator\_worktrees\v1_5_fixed_wait_window_gate_1aee26d_clean\_handoff\new_algo_001_init_20260627\formal\co2_open_flow_0620_mature_20260627_r1\co2_r2,point_component_quality_missing,p018_T20_300ppm_fit
new_algorithm_shadow_run:co2,new_algorithm_shadow_run,co2,D:\gas_calibrator\_worktrees\v1_5_fixed_wait_window_gate_1aee26d_clean\_handoff\new_algo_001_init_20260627\formal\co2_open_flow_0620_mature_20260627_r1\co2_r2,point_component_quality_missing,p019_T20_400ppm_fit
new_algorithm_shadow_run:co2,new_algorithm_shadow_run,co2,D:\gas_calibrator\_worktrees\v1_5_fixed_wait_window_gate_1aee26d_clean\_handoff\new_algo_001_init_20260627\formal\co2_open_flow_0620_mature_20260627_r1\co2_r2,point_component_quality_missing,p020_T20_500ppm_fit
new_algorithm_shadow_run:co2,new_algorithm_shadow_run,co2,D:\gas_calibrator\_worktrees\v1_5_fixed_wait_window_gate_1aee26d_clean\_handoff\new_algo_001_init_20260627\formal\co2_open_flow_0620_mature_20260627_r1\co2_r2,point_component_quality_missing,p021_T20_600ppm_fit
new_algorithm_shadow_run:co2,new_algorithm_shadow_run,co2,D:\gas_calibrator\_worktrees\v1_5_fixed_wait_window_gate_1aee26d_clean\_handoff\new_algo_001_init_20260627\formal\co2_open_flow_0620_mature_20260627_r1\co2_r2,point_component_quality_missing,p022_T20_700ppm_fit
new_algorithm_shadow_run:co2,new_algorithm_shadow_run,co2,D:\gas_calibrator\_worktrees\v1_5_fixed_wait_window_gate_1aee26d_clean\_handoff\new_algo_001_init_20260627\formal\co2_open_flow_0620_mature_20260627_r1\co2_r2,point_component_quality_missing,p023_T20_800ppm_fit
new_algorithm_shadow_run:co2,new_algorithm_shadow_run,co2,D:\gas_calibrator\_worktrees\v1_5_fixed_wait_window_gate_1aee26d_clean\_handoff\new_algo_001_init_20260627\formal\co2_open_flow_0620_mature_20260627_r1\co2_r2,point_component_quality_missing,p024_T20_900ppm_fit
new_algorithm_shadow_run:co2,new_algorithm_shadow_run,co2,D:\gas_calibrator\_worktrees\v1_5_fixed_wait_window_gate_1aee26d_clean\_handoff\new_algo_001_init_20260627\formal\co2_open_flow_0620_mature_20260627_r1\co2_r2,point_component_quality_missing,p025_T20_1000ppm_fit
new_algorithm_shadow_run:co2,new_algorithm_shadow_run,co2,D:\gas_calibrator\_worktrees\v1_5_fixed_wait_window_gate_1aee26d_clean\_handoff\new_algo_001_init_20260627\formal\co2_open_flow_0620_mature_20260627_r1\co2_r2,point_component_quality_missing,p026_T10_0ppm_fit
new_algorithm_shadow_run:co2,new_algorithm_shadow_run,co2,D:\gas_calibrator\_worktrees\v1_5_fixed_wait_window_gate_1aee26d_clean\_handoff\new_algo_001_init_20260627\formal\co2_open_flow_0620_mature_20260627_r1\co2_r2,point_component_quality_missing,p027_T10_100ppm_fit
new_algorithm_shadow_run:co2,new_algorithm_shadow_run,co2,D:\gas_calibrator\_worktrees\v1_5_fixed_wait_window_gate_1aee26d_clean\_handoff\new_algo_001_init_20260627\formal\co2_open_flow_0620_mature_20260627_r1\co2_r2,point_component_quality_missing,p028_T10_200ppm_fit
new_algorithm_shadow_run:co2,new_algorithm_shadow_run,co2,D:\gas_calibrator\_worktrees\v1_5_fixed_wait_window_gate_1aee26d_clean\_handoff\new_algo_001_init_20260627\formal\co2_open_flow_0620_mature_20260627_r1\co2_r2,point_component_quality_missing,p029_T10_300ppm_fit
new_algorithm_shadow_run:co2,new_algorithm_shadow_run,co2,D:\gas_calibrator\_worktrees\v1_5_fixed_wait_window_gate_1aee26d_clean\_handoff\new_algo_001_init_20260627\formal\co2_open_flow_0620_mature_20260627_r1\co2_r2,point_component_quality_missing,p030_T10_400ppm_fit
new_algorithm_shadow_run:co2,new_algorithm_shadow_run,co2,D:\gas_calibrator\_worktrees\v1_5_fixed_wait_window_gate_1aee26d_clean\_handoff\new_algo_001_init_20260627\formal\co2_open_flow_0620_mature_20260627_r1\co2_r2,point_component_quality_missing,p031_T10_500ppm_fit
new_algorithm_shadow_run:co2,new_algorithm_shadow_run,co2,D:\gas_calibrator\_worktrees\v1_5_fixed_wait_window_gate_1aee26d_clean\_handoff\new_algo_001_init_20260627\formal\co2_open_flow_0620_mature_20260627_r1\co2_r2,point_component_quality_missing,p032_T10_600ppm_fit
new_algorithm_shadow_run:co2,new_algorithm_shadow_run,co2,D:\gas_calibrator\_worktrees\v1_5_fixed_wait_window_gate_1aee26d_clean\_handoff\new_algo_001_init_20260627\formal\co2_open_flow_0620_mature_20260627_r1\co2_r2,point_component_quality_missing,p033_T10_700ppm_fit
new_algorithm_shadow_run:co2,new_algorithm_shadow_run,co2,D:\gas_calibrator\_worktrees\v1_5_fixed_wait_window_gate_1aee26d_clean\_handoff\new_algo_001_init_20260627\formal\co2_open_flow_0620_mature_20260627_r1\co2_r2,point_component_quality_missing,p034_T10_800ppm_fit
new_algorithm_shadow_run:co2,new_algorithm_shadow_run,co2,D:\gas_calibrator\_worktrees\v1_5_fixed_wait_window_gate_1aee26d_clean\_handoff\new_algo_001_init_20260627\formal\co2_open_flow_0620_mature_20260627_r1\co2_r2,point_component_quality_missing,p035_T10_900ppm_fit
new_algorithm_shadow_run:co2,new_algorithm_shadow_run,co2,D:\gas_calibrator\_worktrees\v1_5_fixed_wait_window_gate_1aee26d_clean\_handoff\new_algo_001_init_20260627\formal\co2_open_flow_0620_mature_20260627_r1\co2_r2,point_component_quality_missing,p036_T10_1000ppm_fit
new_algorithm_shadow_run:co2,new_algorithm_shadow_run,co2,D:\gas_calibrator\_worktrees\v1_5_fixed_wait_window_gate_1aee26d_clean\_handoff\new_algo_001_init_20260627\formal\co2_open_flow_0620_mature_20260627_r1\co2_r2,point_component_quality_missing,p037_T0_0ppm_fit
new_algorithm_shadow_run:co2,new_algorithm_shadow_run,co2,D:\gas_calibrator\_worktrees\v1_5_fixed_wait_window_gate_1aee26d_clean\_handoff\new_algo_001_init_20260627\formal\co2_open_flow_0620_mature_20260627_r1\co2_r2,point_component_quality_missing,p038_T0_400ppm_fit
new_algorithm_shadow_run:co2,new_algorithm_shadow_run,co2,D:\gas_calibrator\_worktrees\v1_5_fixed_wait_window_gate_1aee26d_clean\_handoff\new_algo_001_init_20260627\formal\co2_open_flow_0620_mature_20260627_r1\co2_r2,point_component_quality_missing,p039_T0_1000ppm_fit
new_algorithm_shadow_run:h2o,new_algorithm_shadow_run,h2o,D:\gas_calibrator\_worktrees\v1_5_fixed_wait_window_gate_1aee26d_clean\_handoff\new_algo_001_init_20260627\formal\h2o_open_flow_0620_mature_20260628_live1,queue_point_count_mismatch,expected=14;observed=13
new_algorithm_shadow_run:h2o,new_algorithm_shadow_run,h2o,D:\gas_calibrator\_worktrees\v1_5_fixed_wait_window_gate_1aee26d_clean\_handoff\new_algo_001_init_20260627\formal\h2o_open_flow_0620_mature_20260628_live1,queue_point_set_or_uniqueness_mismatch,
new_algorithm_shadow_run:h2o,new_algorithm_shadow_run,h2o,D:\gas_calibrator\_worktrees\v1_5_fixed_wait_window_gate_1aee26d_clean\_handoff\new_algo_001_init_20260627\formal\h2o_open_flow_0620_mature_20260628_live1,queue_summary_not_closed_clean_nowrite,
new_algorithm_shadow_run:h2o,new_algorithm_shadow_run,h2o,D:\gas_calibrator\_worktrees\v1_5_fixed_wait_window_gate_1aee26d_clean\_handoff\new_algo_001_init_20260627\formal\h2o_open_flow_0620_mature_20260628_live1,formal_route_readiness_not_pass,
new_algorithm_shadow_run:h2o,new_algorithm_shadow_run,h2o,D:\gas_calibrator\_worktrees\v1_5_fixed_wait_window_gate_1aee26d_clean\_handoff\new_algo_001_init_20260627\formal\h2o_open_flow_0620_mature_20260628_live1,point_component_quality_missing,p001_T0_HG0C_50RH_h2o
new_algorithm_shadow_run:h2o,new_algorithm_shadow_run,h2o,D:\gas_calibrator\_worktrees\v1_5_fixed_wait_window_gate_1aee26d_clean\_handoff\new_algo_001_init_20260627\formal\h2o_open_flow_0620_mature_20260628_live1,point_actual_purge_below_minimum,p001_T0_HG0C_50RH_h2o
new_algorithm_shadow_run:h2o,new_algorithm_shadow_run,h2o,D:\gas_calibrator\_worktrees\v1_5_fixed_wait_window_gate_1aee26d_clean\_handoff\new_algo_001_init_20260627\formal\h2o_open_flow_0620_mature_20260628_live1,point_component_quality_missing,p002_T10_HG10C_30RH_h2o
new_algorithm_shadow_run:h2o,new_algorithm_shadow_run,h2o,D:\gas_calibrator\_worktrees\v1_5_fixed_wait_window_gate_1aee26d_clean\_handoff\new_algo_001_init_20260627\formal\h2o_open_flow_0620_mature_20260628_live1,point_actual_purge_below_minimum,p002_T10_HG10C_30RH_h2o
new_algorithm_shadow_run:h2o,new_algorithm_shadow_run,h2o,D:\gas_calibrator\_worktrees\v1_5_fixed_wait_window_gate_1aee26d_clean\_handoff\new_algo_001_init_20260627\formal\h2o_open_flow_0620_mature_20260628_live1,point_component_quality_missing,p003_T10_HG10C_50RH_h2o
new_algorithm_shadow_run:h2o,new_algorithm_shadow_run,h2o,D:\gas_calibrator\_worktrees\v1_5_fixed_wait_window_gate_1aee26d_clean\_handoff\new_algo_001_init_20260627\formal\h2o_open_flow_0620_mature_20260628_live1,point_actual_purge_below_minimum,p003_T10_HG10C_50RH_h2o
new_algorithm_shadow_run:h2o,new_algorithm_shadow_run,h2o,D:\gas_calibrator\_worktrees\v1_5_fixed_wait_window_gate_1aee26d_clean\_handoff\new_algo_001_init_20260627\formal\h2o_open_flow_0620_mature_20260628_live1,point_component_quality_missing,p004_T10_HG10C_70RH_h2o
new_algorithm_shadow_run:h2o,new_algorithm_shadow_run,h2o,D:\gas_calibrator\_worktrees\v1_5_fixed_wait_window_gate_1aee26d_clean\_handoff\new_algo_001_init_20260627\formal\h2o_open_flow_0620_mature_20260628_live1,point_actual_purge_below_minimum,p004_T10_HG10C_70RH_h2o
new_algorithm_shadow_run:h2o,new_algorithm_shadow_run,h2o,D:\gas_calibrator\_worktrees\v1_5_fixed_wait_window_gate_1aee26d_clean\_handoff\new_algo_001_init_20260627\formal\h2o_open_flow_0620_mature_20260628_live1,point_component_quality_missing,p005_T20_HG20C_30RH_h2o
new_algorithm_shadow_run:h2o,new_algorithm_shadow_run,h2o,D:\gas_calibrator\_worktrees\v1_5_fixed_wait_window_gate_1aee26d_clean\_handoff\new_algo_001_init_20260627\formal\h2o_open_flow_0620_mature_20260628_live1,point_actual_purge_below_minimum,p005_T20_HG20C_30RH_h2o
new_algorithm_shadow_run:h2o,new_algorithm_shadow_run,h2o,D:\gas_calibrator\_worktrees\v1_5_fixed_wait_window_gate_1aee26d_clean\_handoff\new_algo_001_init_20260627\formal\h2o_open_flow_0620_mature_20260628_live1,point_component_quality_missing,p006_T20_HG20C_50RH_h2o
new_algorithm_shadow_run:h2o,new_algorithm_shadow_run,h2o,D:\gas_calibrator\_worktrees\v1_5_fixed_wait_window_gate_1aee26d_clean\_handoff\new_algo_001_init_20260627\formal\h2o_open_flow_0620_mature_20260628_live1,point_actual_purge_below_minimum,p006_T20_HG20C_50RH_h2o
new_algorithm_shadow_run:h2o,new_algorithm_shadow_run,h2o,D:\gas_calibrator\_worktrees\v1_5_fixed_wait_window_gate_1aee26d_clean\_handoff\new_algo_001_init_20260627\formal\h2o_open_flow_0620_mature_20260628_live1,point_component_quality_missing,p007_T20_HG20C_70RH_h2o
new_algorithm_shadow_run:h2o,new_algorithm_shadow_run,h2o,D:\gas_calibrator\_worktrees\v1_5_fixed_wait_window_gate_1aee26d_clean\_handoff\new_algo_001_init_20260627\formal\h2o_open_flow_0620_mature_20260628_live1,point_actual_purge_below_minimum,p007_T20_HG20C_70RH_h2o
new_algorithm_shadow_run:h2o,new_algorithm_shadow_run,h2o,D:\gas_calibrator\_worktrees\v1_5_fixed_wait_window_gate_1aee26d_clean\_handoff\new_algo_001_init_20260627\formal\h2o_open_flow_0620_mature_20260628_live1,point_component_quality_missing,p008_T30_HG20C_30RH_h2o
new_algorithm_shadow_run:h2o,new_algorithm_shadow_run,h2o,D:\gas_calibrator\_worktrees\v1_5_fixed_wait_window_gate_1aee26d_clean\_handoff\new_algo_001_init_20260627\formal\h2o_open_flow_0620_mature_20260628_live1,point_actual_purge_below_minimum,p008_T30_HG20C_30RH_h2o
new_algorithm_shadow_run:h2o,new_algorithm_shadow_run,h2o,D:\gas_calibrator\_worktrees\v1_5_fixed_wait_window_gate_1aee26d_clean\_handoff\new_algo_001_init_20260627\formal\h2o_open_flow_0620_mature_20260628_live1,point_component_quality_missing,p009_T30_HG20C_50RH_h2o
new_algorithm_shadow_run:h2o,new_algorithm_shadow_run,h2o,D:\gas_calibrator\_worktrees\v1_5_fixed_wait_window_gate_1aee26d_clean\_handoff\new_algo_001_init_20260627\formal\h2o_open_flow_0620_mature_20260628_live1,point_actual_purge_below_minimum,p009_T30_HG20C_50RH_h2o
new_algorithm_shadow_run:h2o,new_algorithm_shadow_run,h2o,D:\gas_calibrator\_worktrees\v1_5_fixed_wait_window_gate_1aee26d_clean\_handoff\new_algo_001_init_20260627\formal\h2o_open_flow_0620_mature_20260628_live1,point_component_quality_missing,p010_T30_HG20C_70RH_h2o
new_algorithm_shadow_run:h2o,new_algorithm_shadow_run,h2o,D:\gas_calibrator\_worktrees\v1_5_fixed_wait_window_gate_1aee26d_clean\_handoff\new_algo_001_init_20260627\formal\h2o_open_flow_0620_mature_20260628_live1,point_actual_purge_below_minimum,p010_T30_HG20C_70RH_h2o
new_algorithm_shadow_run:h2o,new_algorithm_shadow_run,h2o,D:\gas_calibrator\_worktrees\v1_5_fixed_wait_window_gate_1aee26d_clean\_handoff\new_algo_001_init_20260627\formal\h2o_open_flow_0620_mature_20260628_live1,point_component_quality_missing,p011_T30_HG20C_90RH_h2o
new_algorithm_shadow_run:h2o,new_algorithm_shadow_run,h2o,D:\gas_calibrator\_worktrees\v1_5_fixed_wait_window_gate_1aee26d_clean\_handoff\new_algo_001_init_20260627\formal\h2o_open_flow_0620_mature_20260628_live1,point_actual_purge_below_minimum,p011_T30_HG20C_90RH_h2o
new_algorithm_shadow_run:h2o,new_algorithm_shadow_run,h2o,D:\gas_calibrator\_worktrees\v1_5_fixed_wait_window_gate_1aee26d_clean\_handoff\new_algo_001_init_20260627\formal\h2o_open_flow_0620_mature_20260628_live1,point_component_quality_missing,p012_T40_HG30C_50RH_h2o
new_algorithm_shadow_run:h2o,new_algorithm_shadow_run,h2o,D:\gas_calibrator\_worktrees\v1_5_fixed_wait_window_gate_1aee26d_clean\_handoff\new_algo_001_init_20260627\formal\h2o_open_flow_0620_mature_20260628_live1,point_actual_purge_below_minimum,p012_T40_HG30C_50RH_h2o
new_algorithm_shadow_run:h2o,new_algorithm_shadow_run,h2o,D:\gas_calibrator\_worktrees\v1_5_fixed_wait_window_gate_1aee26d_clean\_handoff\new_algo_001_init_20260627\formal\h2o_open_flow_0620_mature_20260628_live1,point_component_quality_missing,p013_T40_HG30C_70RH_h2o
new_algorithm_shadow_run:h2o,new_algorithm_shadow_run,h2o,D:\gas_calibrator\_worktrees\v1_5_fixed_wait_window_gate_1aee26d_clean\_handoff\new_algo_001_init_20260627\formal\h2o_open_flow_0620_mature_20260628_live1,point_actual_purge_below_minimum,p013_T40_HG30C_70RH_h2o
