source_role,route_kind,point_name,point_dir,preflight_status,preflight_ready,blocker_codes,manual_gate_review_required,sample_alignment_false_count,point_quality_blocked_count,purge_below_declared_minimum,planned_output_path,planned_output_exists,historical_component_qc_generation_allowed,historical_component_qc_write_allowed,formal_fit_allowed
p2_catalog_point,co2,p006_T30_500ppm_fit,D:\gas_calibrator\_p9_20260705\co2_6old_0620clean_mature45_g4_T30_to_Tm20_finalparams\p006_T30_500ppm_fit,input_packet_ready_for_manual_review,True,[],True,7,0,False,D:\gas_calibrator\_p9_20260705\co2_6old_0620clean_mature45_g4_T30_to_Tm20_finalparams\p006_T30_500ppm_fit\formal_open_flow_data_quality_by_analyzer.csv,False,False,False,False
p2_catalog_point,co2,p007_T30_600ppm_fit,D:\gas_calibrator\_p9_20260705\co2_6old_0620clean_mature45_g4_T30_to_Tm20_finalparams\p007_T30_600ppm_fit,input_packet_ready_for_manual_review,True,[],True,7,0,False,D:\gas_calibrator\_p9_20260705\co2_6old_0620clean_mature45_g4_T30_to_Tm20_finalparams\p007_T30_600ppm_fit\formal_open_flow_data_quality_by_analyzer.csv,False,False,False,False
p2_catalog_point,co2,p008_T30_700ppm_fit,D:\gas_calibrator\_p9_20260705\co2_6old_0620clean_mature45_g4_T30_to_Tm20_finalparams\p008_T30_700ppm_fit,input_packet_ready_for_manual_review,True,[],True,7,0,False,D:\gas_calibrator\_p9_20260705\co2_6old_0620clean_mature45_g4_T30_to_Tm20_finalparams\p008_T30_700ppm_fit\formal_open_flow_data_quality_by_analyzer.csv,False,False,False,False
p2_catalog_point,co2,p009_T30_800ppm_fit,D:\gas_calibrator\_p9_20260705\co2_6old_0620clean_mature45_g4_T30_to_Tm20_finalparams\p009_T30_800ppm_fit,input_packet_ready_for_manual_review,True,[],True,7,0,False,D:\gas_calibrator\_p9_20260705\co2_6old_0620clean_mature45_g4_T30_to_Tm20_finalparams\p009_T30_800ppm_fit\formal_open_flow_data_quality_by_analyzer.csv,False,False,False,False
p2_catalog_point,co2,p010_T30_900ppm_fit,D:\gas_calibrator\_p9_20260705\co2_6old_0620clean_mature45_g4_T30_to_Tm20_finalparams\p010_T30_900ppm_fit,input_packet_ready_for_manual_review,True,[],True,8,0,False,D:\gas_calibrator\_p9_20260705\co2_6old_0620clean_mature45_g4_T30_to_Tm20_finalparams\p010_T30_900ppm_fit\formal_open_flow_data_quality_by_analyzer.csv,False,False,False,False
p2_catalog_point,co2,p011_T30_1000ppm_fit,D:\gas_calibrator\_p9_20260705\co2_6old_0620clean_mature45_g4_T30_to_Tm20_finalparams\p011_T30_1000ppm_fit,input_packet_ready_for_manual_review,True,[],True,7,0,False,D:\gas_calibrator\_p9_20260705\co2_6old_0620clean_mature45_g4_T30_to_Tm20_finalparams\p011_T30_1000ppm_fit\formal_open_flow_data_quality_by_analyzer.csv,False,False,False,False
p2_catalog_point,co2,p012_T20_0ppm_fit,D:\gas_calibrator\_p9_20260705\co2_6old_0620clean_mature45_g4_T30_to_Tm20_finalparams\p012_T20_0ppm_fit,input_packet_ready_for_manual_review,True,[],True,7,0,False,D:\gas_calibrator\_p9_20260705\co2_6old_0620clean_mature45_g4_T30_to_Tm20_finalparams\p012_T20_0ppm_fit\formal_open_flow_data_quality_by_analyzer.csv,False,False,False,False
p2_catalog_point,co2,p013_T20_100ppm_fit,D:\gas_calibrator\_p9_20260705\co2_6old_0620clean_mature45_g4_T30_to_Tm20_finalparams\p013_T20_100ppm_fit,input_packet_ready_for_manual_review,True,[],True,8,0,False,D:\gas_calibrator\_p9_20260705\co2_6old_0620clean_mature45_g4_T30_to_Tm20_finalparams\p013_T20_100ppm_fit\formal_open_flow_data_quality_by_analyzer.csv,False,False,False,False
p2_catalog_point,co2,p014_T20_200ppm_fit,D:\gas_calibrator\_p9_20260705\co2_6old_0620clean_mature45_g4_T30_to_Tm20_finalparams\p014_T20_200ppm_fit,input_packet_ready_for_manual_review,True,[],True,7,0,False,D:\gas_calibrator\_p9_20260705\co2_6old_0620clean_mature45_g4_T30_to_Tm20_finalparams\p014_T20_200ppm_fit\formal_open_flow_data_quality_by_analyzer.csv,False,False,False,False
p2_catalog_point,co2,p015_T20_300ppm_fit_retry1,D:\gas_calibrator\_p9_20260705\co2_6old_0620clean_mature45_g5_T20_300_retry_finalparams\p015_T20_300ppm_fit_retry1,input_packet_ready_for_manual_review,True,[],True,8,0,False,D:\gas_calibrator\_p9_20260705\co2_6old_0620clean_mature45_g5_T20_300_retry_finalparams\p015_T20_300ppm_fit_retry1\formal_open_flow_data_quality_by_analyzer.csv,False,False,False,False
p2_catalog_point,co2,p016_T20_400ppm_fit_retry1,D:\gas_calibrator\_p9_20260705\co2_6old_0620clean_mature45_g7_T20_400_retry_finalparams\p016_T20_400ppm_fit_retry1,input_packet_ready_for_manual_review,True,[],True,9,0,False,D:\gas_calibrator\_p9_20260705\co2_6old_0620clean_mature45_g7_T20_400_retry_finalparams\p016_T20_400ppm_fit_retry1\formal_open_flow_data_quality_by_analyzer.csv,False,False,False,False
p2_catalog_point,co2,p017_T20_500ppm_fit_retry1,D:\gas_calibrator\_p9_20260705\co2_6old_0620clean_mature45_g8c_T20_500_direct_240purge_finalparams\p017_T20_500ppm_fit_retry1,input_packet_ready_for_manual_review,True,[],True,7,0,False,D:\gas_calibrator\_p9_20260705\co2_6old_0620clean_mature45_g8c_T20_500_direct_240purge_finalparams\p017_T20_500ppm_fit_retry1\formal_open_flow_data_quality_by_analyzer.csv,False,False,False,False
p2_catalog_point,co2,p018_T20_600ppm_fit_retry1,D:\gas_calibrator\_p9_20260705\co2_6old_0620clean_mature45_g8d_T20_600_direct_240purge_finalparams\p018_T20_600ppm_fit_retry1,input_packet_ready_for_manual_review,True,[],True,8,0,False,D:\gas_calibrator\_p9_20260705\co2_6old_0620clean_mature45_g8d_T20_600_direct_240purge_finalparams\p018_T20_600ppm_fit_retry1\formal_open_flow_data_quality_by_analyzer.csv,False,False,False,False
p2_catalog_point,co2,p019_T20_700ppm_fit_retry1,D:\gas_calibrator\_p9_20260705\co2_6old_0620clean_mature45_g8e_T20_700_direct_240purge_finalparams\p019_T20_700ppm_fit_retry1,input_packet_ready_for_manual_review,True,[],True,8,0,False,D:\gas_calibrator\_p9_20260705\co2_6old_0620clean_mature45_g8e_T20_700_direct_240purge_finalparams\p019_T20_700ppm_fit_retry1\formal_open_flow_data_quality_by_analyzer.csv,False,False,False,False
p2_catalog_point,co2,p020_T20_800ppm_fit_retry1,D:\gas_calibrator\_p9_20260705\co2_6old_0620clean_mature45_g8f_T20_800_direct_240purge_finalparams\p020_T20_800ppm_fit_retry1,input_packet_ready_for_manual_review,True,[],True,9,0,False,D:\gas_calibrator\_p9_20260705\co2_6old_0620clean_mature45_g8f_T20_800_direct_240purge_finalparams\p020_T20_800ppm_fit_retry1\formal_open_flow_data_quality_by_analyzer.csv,False,False,False,False
p2_catalog_point,co2,p021_T20_900ppm_fit_retry1,D:\gas_calibrator\_p9_20260705\co2_6old_0620clean_mature45_g8g_T20_900_direct_240purge_finalparams\p021_T20_900ppm_fit_retry1,input_packet_ready_for_manual_review,True,[],True,7,0,False,D:\gas_calibrator\_p9_20260705\co2_6old_0620clean_mature45_g8g_T20_900_direct_240purge_finalparams\p021_T20_900ppm_fit_retry1\formal_open_flow_data_quality_by_analyzer.csv,False,False,False,False
p2_catalog_point,co2,p022_T20_1000ppm_fit_retry1,D:\gas_calibrator\_p9_20260705\co2_6old_0620clean_mature45_g8h_T20_1000_direct_240purge_finalparams\p022_T20_1000ppm_fit_retry1,input_packet_ready_for_manual_review,True,[],True,7,0,False,D:\gas_calibrator\_p9_20260705\co2_6old_0620clean_mature45_g8h_T20_1000_direct_240purge_finalparams\p022_T20_1000ppm_fit_retry1\formal_open_flow_data_quality_by_analyzer.csv,False,False,False,False
p2_catalog_point,co2,p001_T10_0ppm_fit,D:\gas_calibrator\_p9_20260705\co2_6old_0620clean_mature45_g9_T10_to_Tm20_finalparams\p001_T10_0ppm_fit,input_packet_ready_for_manual_review,True,[],True,7,0,False,D:\gas_calibrator\_p9_20260705\co2_6old_0620clean_mature45_g9_T10_to_Tm20_finalparams\p001_T10_0ppm_fit\formal_open_flow_data_quality_by_analyzer.csv,False,False,False,False
p2_catalog_point,co2,p002_T10_100ppm_fit,D:\gas_calibrator\_p9_20260705\co2_6old_0620clean_mature45_g9_T10_to_Tm20_finalparams\p002_T10_100ppm_fit,input_packet_ready_for_manual_review,True,[],True,7,0,False,D:\gas_calibrator\_p9_20260705\co2_6old_0620clean_mature45_g9_T10_to_Tm20_finalparams\p002_T10_100ppm_fit\formal_open_flow_data_quality_by_analyzer.csv,False,False,False,False
p2_catalog_point,co2,p003_T10_200ppm_fit,D:\gas_calibrator\_p9_20260705\co2_6old_0620clean_mature45_g9_T10_to_Tm20_finalparams\p003_T10_200ppm_fit,input_packet_ready_for_manual_review,True,[],True,7,0,False,D:\gas_calibrator\_p9_20260705\co2_6old_0620clean_mature45_g9_T10_to_Tm20_finalparams\p003_T10_200ppm_fit\formal_open_flow_data_quality_by_analyzer.csv,False,False,False,False
p2_catalog_point,co2,p004_T10_300ppm_fit,D:\gas_calibrator\_p9_20260705\co2_6old_0620clean_mature45_g9_T10_to_Tm20_finalparams\p004_T10_300ppm_fit,input_packet_ready_for_manual_review,True,[],True,8,0,False,D:\gas_calibrator\_p9_20260705\co2_6old_0620clean_mature45_g9_T10_to_Tm20_finalparams\p004_T10_300ppm_fit\formal_open_flow_data_quality_by_analyzer.csv,False,False,False,False
p2_catalog_point,co2,p005_T10_400ppm_fit,D:\gas_calibrator\_p9_20260705\co2_6old_0620clean_mature45_g9_T10_to_Tm20_finalparams\p005_T10_400ppm_fit,input_packet_ready_for_manual_review,True,[],True,7,0,False,D:\gas_calibrator\_p9_20260705\co2_6old_0620clean_mature45_g9_T10_to_Tm20_finalparams\p005_T10_400ppm_fit\formal_open_flow_data_quality_by_analyzer.csv,False,False,False,False
p2_catalog_point,co2,p006_T10_500ppm_fit,D:\gas_calibrator\_p9_20260705\co2_6old_0620clean_mature45_g9_T10_to_Tm20_finalparams\p006_T10_500ppm_fit,input_packet_ready_for_manual_review,True,[],True,7,0,False,D:\gas_calibrator\_p9_20260705\co2_6old_0620clean_mature45_g9_T10_to_Tm20_finalparams\p006_T10_500ppm_fit\formal_open_flow_data_quality_by_analyzer.csv,False,False,False,False
p2_catalog_point,co2,p007_T10_600ppm_fit,D:\gas_calibrator\_p9_20260705\co2_6old_0620clean_mature45_g9_T10_to_Tm20_finalparams\p007_T10_600ppm_fit,input_packet_ready_for_manual_review,True,[],True,8,0,False,D:\gas_calibrator\_p9_20260705\co2_6old_0620clean_mature45_g9_T10_to_Tm20_finalparams\p007_T10_600ppm_fit\formal_open_flow_data_quality_by_analyzer.csv,False,False,False,False
p2_catalog_point,co2,p008_T10_700ppm_fit,D:\gas_calibrator\_p9_20260705\co2_6old_0620clean_mature45_g9_T10_to_Tm20_finalparams\p008_T10_700ppm_fit,input_packet_ready_for_manual_review,True,[],True,7,0,False,D:\gas_calibrator\_p9_20260705\co2_6old_0620clean_mature45_g9_T10_to_Tm20_finalparams\p008_T10_700ppm_fit\formal_open_flow_data_quality_by_analyzer.csv,False,False,False,False
p2_catalog_point,co2,p009_T10_800ppm_fit,D:\gas_calibrator\_p9_20260705\co2_6old_0620clean_mature45_g9_T10_to_Tm20_finalparams\p009_T10_800ppm_fit,input_packet_ready_for_manual_review,True,[],True,7,0,False,D:\gas_calibrator\_p9_20260705\co2_6old_0620clean_mature45_g9_T10_to_Tm20_finalparams\p009_T10_800ppm_fit\formal_open_flow_data_quality_by_analyzer.csv,False,False,False,False
p2_catalog_point,co2,p010_T10_900ppm_fit,D:\gas_calibrator\_p9_20260705\co2_6old_0620clean_mature45_g9_T10_to_Tm20_finalparams\p010_T10_900ppm_fit,input_packet_ready_for_manual_review,True,[],True,7,0,False,D:\gas_calibrator\_p9_20260705\co2_6old_0620clean_mature45_g9_T10_to_Tm20_finalparams\p010_T10_900ppm_fit\formal_open_flow_data_quality_by_analyzer.csv,False,False,False,False
p2_catalog_point,co2,p011_T10_1000ppm_fit,D:\gas_calibrator\_p9_20260705\co2_6old_0620clean_mature45_g9_T10_to_Tm20_finalparams\p011_T10_1000ppm_fit,input_packet_ready_for_manual_review,True,[],True,7,0,False,D:\gas_calibrator\_p9_20260705\co2_6old_0620clean_mature45_g9_T10_to_Tm20_finalparams\p011_T10_1000ppm_fit\formal_open_flow_data_quality_by_analyzer.csv,False,False,False,False
p2_catalog_point,co2,p012_T0_0ppm_fit,D:\gas_calibrator\_p9_20260705\co2_6old_0620clean_mature45_g9_T10_to_Tm20_finalparams\p012_T0_0ppm_fit,input_packet_ready_for_manual_review,True,[],True,7,0,False,D:\gas_calibrator\_p9_20260705\co2_6old_0620clean_mature45_g9_T10_to_Tm20_finalparams\p012_T0_0ppm_fit\formal_open_flow_data_quality_by_analyzer.csv,False,False,False,False
p2_catalog_point,co2,p013_T0_400ppm_fit,D:\gas_calibrator\_p9_20260705\co2_6old_0620clean_mature45_g9_T10_to_Tm20_finalparams\p013_T0_400ppm_fit,input_packet_ready_for_manual_review,True,[],True,7,0,False,D:\gas_calibrator\_p9_20260705\co2_6old_0620clean_mature45_g9_T10_to_Tm20_finalparams\p013_T0_400ppm_fit\formal_open_flow_data_quality_by_analyzer.csv,False,False,False,False
p2_catalog_point,co2,p014_T0_1000ppm_fit,D:\gas_calibrator\_p9_20260705\co2_6old_0620clean_mature45_g9_T10_to_Tm20_finalparams\p014_T0_1000ppm_fit,input_packet_ready_for_manual_review,True,[],True,7,0,False,D:\gas_calibrator\_p9_20260705\co2_6old_0620clean_mature45_g9_T10_to_Tm20_finalparams\p014_T0_1000ppm_fit\formal_open_flow_data_quality_by_analyzer.csv,False,False,False,False
p2_catalog_point,co2,p015_Tm10_0ppm_fit,D:\gas_calibrator\_p9_20260705\co2_6old_0620clean_mature45_g9_T10_to_Tm20_finalparams\p015_Tm10_0ppm_fit,input_packet_ready_for_manual_review,True,[],True,8,0,False,D:\gas_calibrator\_p9_20260705\co2_6old_0620clean_mature45_g9_T10_to_Tm20_finalparams\p015_Tm10_0ppm_fit\formal_open_flow_data_quality_by_analyzer.csv,False,False,False,False
p2_catalog_point,co2,p016_Tm10_400ppm_fit,D:\gas_calibrator\_p9_20260705\co2_6old_0620clean_mature45_g9_T10_to_Tm20_finalparams\p016_Tm10_400ppm_fit,input_packet_ready_for_manual_review,True,[],True,7,0,False,D:\gas_calibrator\_p9_20260705\co2_6old_0620clean_mature45_g9_T10_to_Tm20_finalparams\p016_Tm10_400ppm_fit\formal_open_flow_data_quality_by_analyzer.csv,False,False,False,False
p2_catalog_point,co2,p017_Tm10_1000ppm_fit,D:\gas_calibrator\_p9_20260705\co2_6old_0620clean_mature45_g9_T10_to_Tm20_finalparams\p017_Tm10_1000ppm_fit,input_packet_ready_for_manual_review,True,[],True,7,0,False,D:\gas_calibrator\_p9_20260705\co2_6old_0620clean_mature45_g9_T10_to_Tm20_finalparams\p017_Tm10_1000ppm_fit\formal_open_flow_data_quality_by_analyzer.csv,False,False,False,False
p2_catalog_point,co2,p018_Tm20_0ppm_fit,D:\gas_calibrator\_p9_20260705\co2_6old_0620clean_mature45_g9_T10_to_Tm20_finalparams\p018_Tm20_0ppm_fit,input_packet_ready_for_manual_review,True,[],True,7,0,False,D:\gas_calibrator\_p9_20260705\co2_6old_0620clean_mature45_g9_T10_to_Tm20_finalparams\p018_Tm20_0ppm_fit\formal_open_flow_data_quality_by_analyzer.csv,False,False,False,False
p2_catalog_point,h2o,p001_T20_HG20C_30RH_h2o,D:\gas_calibrator\_p9_20260706\h2o_005_bridge_repeat_20c_305070_v1\p001_T20_HG20C_30RH_h2o,input_packet_ready_for_manual_review,True,[],True,9,0,True,D:\gas_calibrator\_p9_20260706\h2o_005_bridge_repeat_20c_305070_v1\p001_T20_HG20C_30RH_h2o\formal_open_flow_data_quality_by_analyzer.csv,False,False,False,False
p2_catalog_point,h2o,p002_T20_HG20C_50RH_h2o,D:\gas_calibrator\_p9_20260706\h2o_005_bridge_repeat_20c_305070_v1\p002_T20_HG20C_50RH_h2o,input_packet_ready_for_manual_review,True,[],True,10,0,True,D:\gas_calibrator\_p9_20260706\h2o_005_bridge_repeat_20c_305070_v1\p002_T20_HG20C_50RH_h2o\formal_open_flow_data_quality_by_analyzer.csv,False,False,False,False
p2_catalog_point,h2o,p003_T20_HG20C_70RH_h2o,D:\gas_calibrator\_p9_20260706\h2o_005_bridge_repeat_20c_305070_v1\p003_T20_HG20C_70RH_h2o,input_packet_ready_for_manual_review,True,[],True,9,0,True,D:\gas_calibrator\_p9_20260706\h2o_005_bridge_repeat_20c_305070_v1\p003_T20_HG20C_70RH_h2o\formal_open_flow_data_quality_by_analyzer.csv,False,False,False,False
p2_catalog_point,h2o,p001_T0_HG0C_50RH_h2o,D:\gas_calibrator\_p9_20260706\h2o_6old_0620clean_mature13_g4\p001_T0_HG0C_50RH_h2o,input_packet_ready_for_manual_review,True,[],True,9,0,True,D:\gas_calibrator\_p9_20260706\h2o_6old_0620clean_mature13_g4\p001_T0_HG0C_50RH_h2o\formal_open_flow_data_quality_by_analyzer.csv,False,False,False,False
p2_catalog_point,h2o,p002_T10_HG10C_30RH_retry1,D:\gas_calibrator\_p9_20260706\h2o_6old_0620clean_mature13_p002_retry1\p002_T10_HG10C_30RH_retry1,input_packet_ready_for_manual_review,True,[],True,10,0,True,D:\gas_calibrator\_p9_20260706\h2o_6old_0620clean_mature13_p002_retry1\p002_T10_HG10C_30RH_retry1\formal_open_flow_data_quality_by_analyzer.csv,False,False,False,False
p2_catalog_point,h2o,p001_T10_HG10C_50RH_h2o,D:\gas_calibrator\_p9_20260706\h2o_6old_0620clean_mature13_remaining_p003_p013_g5\p001_T10_HG10C_50RH_h2o,input_packet_ready_for_manual_review,True,[],True,10,0,True,D:\gas_calibrator\_p9_20260706\h2o_6old_0620clean_mature13_remaining_p003_p013_g5\p001_T10_HG10C_50RH_h2o\formal_open_flow_data_quality_by_analyzer.csv,False,False,False,False
p2_catalog_point,h2o,p002_T10_HG10C_70RH_h2o,D:\gas_calibrator\_p9_20260706\h2o_6old_0620clean_mature13_remaining_p003_p013_g5\p002_T10_HG10C_70RH_h2o,input_packet_ready_for_manual_review,True,[],True,10,0,True,D:\gas_calibrator\_p9_20260706\h2o_6old_0620clean_mature13_remaining_p003_p013_g5\p002_T10_HG10C_70RH_h2o\formal_open_flow_data_quality_by_analyzer.csv,False,False,False,False
p2_catalog_point,h2o,p003_T20_HG20C_30RH_h2o,D:\gas_calibrator\_p9_20260706\h2o_6old_0620clean_mature13_remaining_p003_p013_g5\p003_T20_HG20C_30RH_h2o,input_packet_ready_for_manual_review,True,[],True,10,0,True,D:\gas_calibrator\_p9_20260706\h2o_6old_0620clean_mature13_remaining_p003_p013_g5\p003_T20_HG20C_30RH_h2o\formal_open_flow_data_quality_by_analyzer.csv,False,False,False,False
p2_catalog_point,h2o,p004_T20_HG20C_50RH_h2o,D:\gas_calibrator\_p9_20260706\h2o_6old_0620clean_mature13_remaining_p003_p013_g5\p004_T20_HG20C_50RH_h2o,input_packet_ready_for_manual_review,True,[],True,9,0,True,D:\gas_calibrator\_p9_20260706\h2o_6old_0620clean_mature13_remaining_p003_p013_g5\p004_T20_HG20C_50RH_h2o\formal_open_flow_data_quality_by_analyzer.csv,False,False,False,False
p2_catalog_point,h2o,p005_T20_HG20C_70RH_h2o,D:\gas_calibrator\_p9_20260706\h2o_6old_0620clean_mature13_remaining_p003_p013_g5\p005_T20_HG20C_70RH_h2o,input_packet_ready_for_manual_review,True,[],True,9,0,True,D:\gas_calibrator\_p9_20260706\h2o_6old_0620clean_mature13_remaining_p003_p013_g5\p005_T20_HG20C_70RH_h2o\formal_open_flow_data_quality_by_analyzer.csv,False,False,False,False
p2_catalog_point,h2o,p006_T30_HG20C_30RH_h2o,D:\gas_calibrator\_p9_20260706\h2o_6old_0620clean_mature13_remaining_p003_p013_g5\p006_T30_HG20C_30RH_h2o,input_packet_ready_for_manual_review,True,[],True,9,0,True,D:\gas_calibrator\_p9_20260706\h2o_6old_0620clean_mature13_remaining_p003_p013_g5\p006_T30_HG20C_30RH_h2o\formal_open_flow_data_quality_by_analyzer.csv,False,False,False,False
p2_catalog_point,h2o,p007_T30_HG20C_50RH_h2o,D:\gas_calibrator\_p9_20260706\h2o_6old_0620clean_mature13_remaining_p003_p013_g5\p007_T30_HG20C_50RH_h2o,input_packet_ready_for_manual_review,True,[],True,9,0,True,D:\gas_calibrator\_p9_20260706\h2o_6old_0620clean_mature13_remaining_p003_p013_g5\p007_T30_HG20C_50RH_h2o\formal_open_flow_data_quality_by_analyzer.csv,False,False,False,False
p2_catalog_point,h2o,p008_T30_HG20C_70RH_h2o,D:\gas_calibrator\_p9_20260706\h2o_6old_0620clean_mature13_remaining_p003_p013_g5\p008_T30_HG20C_70RH_h2o,input_packet_ready_for_manual_review,True,[],True,9,0,True,D:\gas_calibrator\_p9_20260706\h2o_6old_0620clean_mature13_remaining_p003_p013_g5\p008_T30_HG20C_70RH_h2o\formal_open_flow_data_quality_by_analyzer.csv,False,False,False,False
p2_catalog_point,h2o,p009_T30_HG20C_90RH_h2o,D:\gas_calibrator\_p9_20260706\h2o_6old_0620clean_mature13_remaining_p003_p013_g5\p009_T30_HG20C_90RH_h2o,input_packet_ready_for_manual_review,True,[],True,9,0,True,D:\gas_calibrator\_p9_20260706\h2o_6old_0620clean_mature13_remaining_p003_p013_g5\p009_T30_HG20C_90RH_h2o\formal_open_flow_data_quality_by_analyzer.csv,False,False,False,False
p2_catalog_point,h2o,p010_T40_HG30C_50RH_h2o,D:\gas_calibrator\_p9_20260706\h2o_6old_0620clean_mature13_remaining_p003_p013_g5\p010_T40_HG30C_50RH_h2o,input_packet_ready_for_manual_review,True,[],True,9,0,True,D:\gas_calibrator\_p9_20260706\h2o_6old_0620clean_mature13_remaining_p003_p013_g5\p010_T40_HG30C_50RH_h2o\formal_open_flow_data_quality_by_analyzer.csv,False,False,False,False
p2_catalog_point,h2o,p011_T40_HG30C_70RH_h2o,D:\gas_calibrator\_p9_20260706\h2o_6old_0620clean_mature13_remaining_p003_p013_g5\p011_T40_HG30C_70RH_h2o,input_packet_ready_for_manual_review,True,[],True,9,0,True,D:\gas_calibrator\_p9_20260706\h2o_6old_0620clean_mature13_remaining_p003_p013_g5\p011_T40_HG30C_70RH_h2o\formal_open_flow_data_quality_by_analyzer.csv,False,False,False,False
p2_catalog_point,h2o,p001_T20_HG20C_30RH_h2o,D:\gas_calibrator\_p9_20260706\h2o_post_senco24_write_verification_5dev_no_temp_control_v1\p001_T20_HG20C_30RH_h2o,input_packet_ready_for_manual_review,True,[],True,9,0,True,D:\gas_calibrator\_p9_20260706\h2o_post_senco24_write_verification_5dev_no_temp_control_v1\p001_T20_HG20C_30RH_h2o\formal_open_flow_data_quality_by_analyzer.csv,False,False,False,False
